zone_id,AGREMPN,OTHEMPN,MWTEMPN,FPSEMPN,RETEMPN,HEREMPN
111,0.001,0.019,0.019,0.019,0.019,0.019
112,0.001,0.019,0.019,0.019,0.019,0.019
113,0.001,0.019,0.019,0.019,0.019,0.019
114,0.001,0.019,0.019,0.019,0.019,0.019
115,0.001,0.019,0.019,0.019,0.019,0
116,0.001,0.019,0.019,0.019,0.019,0.019
117,0.001,0.019,0.019,0.019,0.019,0.019
118,0.001,0.019,0.019,0.019,0.019,0.019
119,0.001,0.019,0.019,0.019,0.019,0.019
120,0.001,0.019,0.019,0.019,0.019,0.019
121,0.001,0.019,0.019,0.019,0.019,0.019
122,0.001,0.019,0.019,0.019,0.019,0.019
123,0.001,0.019,0.019,0.019,0.019,0.019
124,0.001,0.019,0.019,0.019,0.019,0.019
125,0.001,0.019,0.019,0.019,0.019,0.019
126,0.001,0.019,0.019,0.019,0.019,0.019
127,0.001,0.019,0.019,0.019,0.019,0.019
128,0.001,0.019,0.019,0.019,0.019,0.019
129,0.001,0.019,0.019,0.019,0.019,0.019
130,0.001,0.019,0.019,0.019,0.019,0.019
131,0.001,0.019,0.019,0.019,0.019,0.019
132,0.001,0.019,0.019,0.019,0.019,0.019
133,0.001,0.019,0.019,0.019,0.019,0.019
134,0.001,0.019,0.019,0.019,0.019,0.019
135,0.001,0.019,0.019,0.019,0.019,0.019
136,0.001,0.019,0.019,0.019,0.019,0.019
137,0.001,0.019,0.019,0.019,0.019,0.019
138,0.001,0.019,0.019,0.019,0.019,0.019
139,0.001,0.019,0.019,0.019,0.019,0.019
140,0.001,0.019,0.019,0.019,0.019,0.019
141,0.001,0.019,0.019,0.019,0.019,0.019
142,0.001,0.019,0.019,0.019,0.019,0.019
143,0.001,0.019,0.019,0.019,0.019,0.019
144,0.001,0.019,0.019,0.019,0.019,0.019
145,0.001,0.019,0.019,0.019,0.019,0.019
146,0.001,0.019,0.019,0.019,0.019,0.019
147,0.001,0.019,0.019,0.019,0.019,0.019
148,0.001,0.019,0.019,0.019,0.019,0.019
149,0.001,0.019,0.019,0.019,0.019,0.019
150,0.001,0.019,0.019,0.019,0.019,0.019
151,0.001,0.019,0.019,0.019,0.019,0.019
152,0.001,0.019,0.019,0.019,0.019,0.019
153,0.001,0.019,0.019,0.019,0.019,0.019
154,0.001,0.019,0.019,0.019,0.019,0.019
155,0.001,0.019,0.019,0.019,0.019,0.019
156,0.001,0.019,0.019,0.019,0.019,0.019
157,0.001,0.019,0.019,0.019,0.019,0.019
158,0.001,0.019,0.019,0.019,0.019,0.019
159,0.001,0.019,0.019,0.019,0.019,0.019
160,0.001,0.019,0.019,0.019,0.019,0.019
161,0.001,0.019,0.019,0.019,0.019,0.019
162,0.001,0.019,0.019,0.019,0.019,0.019
163,0.001,0.019,0.019,0.019,0.019,0.019
164,0.001,0.019,0.019,0.019,0.019,0.019
165,0.001,0.019,0.019,0.019,0.019,0.019
166,0.001,0.019,0.019,0.019,0.019,0.019
167,0.001,0.019,0.019,0.019,0.019,0.019
168,0.001,0.019,0.019,0.019,0.019,0.019
169,0.001,0.019,0.019,0.019,0.019,0.019
170,0.001,0.019,0.019,0.019,0.019,0.019
171,0.001,0.019,0.019,0.019,0.019,0.019
172,0.001,0.019,0.019,0.019,0.019,0.019
173,0.001,0.019,0.019,0.019,0.019,0.019
174,0.001,0.019,0.019,0.019,0.019,0.019
175,0.001,0.019,0.019,0.019,0.019,0.019
176,0.001,0.019,0.019,0.019,0.019,0.019
177,0.001,0.019,0.019,0.019,0.019,0.019
178,0.001,0.019,0.019,0.019,0.019,0.019
179,0.001,0.019,0.019,0.019,0.019,0.019
180,0.001,0.019,0.019,0.019,0.019,0.019
181,0.001,0.019,0.019,0.019,0.019,0.019
182,0.001,0.019,0.019,0.019,0.019,0.019
183,0.001,0.019,0.019,0.019,0.019,0.019
184,0.001,0.019,0.019,0.019,0.019,0.019
185,0.001,0.019,0.019,0.019,0.019,0.019
186,0.001,0.019,0.019,0.019,0.019,0.019
187,0.001,0.019,0.019,0.019,0.019,0.019
188,0.001,0.019,0.019,0.019,0.019,0
189,0.001,0.019,0.019,0.019,0.019,0.019
190,0.001,0.019,0.019,0.019,0.019,0.019
191,0.001,0.019,0.019,0.019,0.019,0.019
192,0.001,0.019,0.019,0.019,0.019,0.019
193,0.001,0.019,0.019,0.019,0.019,0.019
194,0.001,0.019,0.019,0.019,0.019,0.019
195,0.001,0.019,0.019,0.019,0.019,0.019
196,0.001,0.019,0.019,0.019,0.019,0.019
197,0.001,0.019,0.019,0.019,0.019,0.019
198,0.001,0.019,0.019,0.019,0.019,0.019
199,0.001,0.019,0.019,0.019,0.019,0.019
200,0,0,0,0,0,0
201,0,0,0,0,0,0
202,0.001,0.019,0.019,0.019,0.019,0.019
203,0.001,0.019,0.019,0.019,0.019,0.019
204,0.001,0.019,0.019,0.019,0.019,0.019
205,0.001,0.019,0.019,0.019,0.019,0.019
206,0.001,0.019,0.019,0.019,0.019,0.019
207,0.001,0.019,0.019,0.019,0.019,0.019
208,0.001,0.019,0.019,0.019,0.019,0.019
209,0.001,0.019,0.019,0.019,0.019,0.019
210,0.001,0.019,0.019,0.019,0.019,0.019
211,0.001,0.019,0.019,0.019,0.019,0.019
212,0.001,0.019,0.019,0.019,0.019,0.019
213,0.001,0.019,0.019,0.019,0.019,0.019
214,0.001,0.019,0.019,0.019,0.019,0.019
215,0.001,0.019,0.019,0.019,0.019,0.019
216,0.001,0.019,0.019,0.019,0.019,0.019
217,0.001,0.019,0.019,0.019,0.019,0.019
218,0.001,0.019,0.019,0.019,0.019,0.019
219,0.001,0.019,0.019,0.019,0.019,0.019
220,0,0,0,0,0,0
221,0,0,0,0,0,0
222,0,0,0,0,0,0
223,0,0,0,0,0,0
224,0,0,0,0,0,0
225,0,0,0,0,0,0
226,0,0,0,0,0,0
227,0,0,0,0,0,0
228,0.001,0.019,0.019,0.019,0.019,0.019
229,0.001,0.019,0.019,0.019,0.019,0
230,0.001,0.019,0.019,0.019,0.019,0.019
231,0.001,0.019,0.019,0.019,0.019,0.019
232,0.001,0.019,0.019,0.019,0.019,0.019
233,0.001,0.019,0.019,0.019,0.019,0.019
234,0.001,0.019,0.019,0.019,0.005,0.019
235,0.001,0.019,0.019,0.019,0.019,0.019
236,0.001,0.019,0.019,0.019,0.019,0.019
237,0.001,0.019,0.019,0.019,0.019,0.019
238,0.001,0.019,0.019,0.019,0.019,0.019
239,0,0,0,0,0,0
240,0,0,0,0,0,0
241,0,0,0,0,0,0
242,0,0,0,0,0,0
243,0,0,0,0,0,0
244,0,0,0,0,0,0
245,0,0,0,0,0,0
246,0.001,0.019,0.019,0.019,0.019,0.019
247,0.001,0.019,0.019,0.019,0.019,0.019
248,0.001,0.019,0.019,0.019,0.019,0.019
249,0.001,0.019,0.019,0.019,0.019,0.019
250,0.001,0.019,0.019,0.019,0.019,0.019
251,0.001,0.019,0.019,0.019,0.019,0.019
252,0,0,0,0,0,0
253,0.001,0.019,0.019,0.019,0.019,0.019
254,0,0,0,0,0,0
255,0.001,0.019,0.019,0.019,0.019,0.019
256,0.001,0.019,0.019,0.019,0.019,0.019
257,0.001,0.019,0.019,0.019,0.019,0.019
258,0.001,0.019,0.019,0.019,0.019,0.019
259,0.001,0.019,0.019,0.019,0.019,0.019
260,0.001,0.019,0.019,0.019,0.019,0.019
261,0.001,0.019,0.019,0.019,0.019,0.019
262,0.001,0.019,0.019,0.019,0.019,0.019
263,0.001,0.019,0.019,0.019,0.019,0.019
264,0.001,0.019,0.019,0.019,0.019,0.019
265,0.001,0.019,0.019,0.019,0.019,0.019
266,0.001,0.019,0.019,0.019,0.019,0.019
267,0.001,0.019,0.019,0.019,0.019,0.019
268,0.001,0.019,0.019,0.019,0.019,0.019
269,0.001,0.019,0.019,0.019,0.019,0.019
270,0.001,0.019,0.019,0.019,0.019,0.019
271,0.001,0.019,0.019,0.019,0.019,0.019
272,0.001,0.019,0.019,0.019,0.019,0.019
273,0.001,0.019,0.019,0.019,0.019,0.019
274,0.001,0.019,0.019,0.019,0.019,0.019
275,0.001,0.019,0.019,0.019,0.019,0.019
276,0.001,0.019,0.019,0.019,0.019,0.019
277,0.001,0.019,0.019,0.019,0.019,0.019
278,0.001,0.019,0.019,0.019,0.019,0.019
279,0.001,0.019,0.019,0.019,0.019,0.019
280,0.001,0.019,0.019,0.019,0.019,0.019
281,0.001,0.019,0.019,0.019,0.019,0.019
282,0.001,0.019,0.019,0.019,0.019,0.019
283,0.001,0.019,0.019,0.019,0.019,0.019
284,0.001,0.019,0.019,0.019,0.019,0.019
285,0.001,0.019,0.019,0.019,0.019,0.019
286,0.001,0.019,0.019,0.019,0.019,0.019
287,0.001,0.019,0.019,0.019,0.005,0.019
288,0.001,0.019,0.019,0.019,0.019,0.019
289,0.001,0.019,0.019,0.019,0.019,0.019
290,0.001,0.019,0.019,0.019,0.019,0.019
291,0.001,0.019,0.019,0.019,0.019,0.019
292,0.001,0.019,0.019,0.019,0.019,0.019
293,0.001,0.019,0.019,0.019,0.019,0.019
294,0,0,0,0,0,0
295,0,0,0,0,0,0
296,0,0,0,0,0,0
297,0.001,0.019,0.019,0.019,0.019,0.019
298,0,0,0,0,0,0
299,0,0,0,0,0,0
300,0,0,0,0,0,0
301,0.001,0.019,0.019,0.019,0.019,0.019
302,0.001,0.019,0.019,0.019,0.019,0.019
303,0.001,0.019,0.019,0.019,0.019,0
304,0.001,0.019,0.019,0.019,0.019,0.019
305,0.001,0.019,0.019,0.019,0.019,0.019
306,0.001,0.019,0.019,0.019,0.019,0.019
307,0.001,0.019,0.019,0.019,0.019,0.019
308,0.001,0.019,0.019,0.019,0.019,0.019
309,0.001,0.019,0.019,0.019,0.019,0.019
310,0.001,0.019,0.019,0.019,0.019,0.019
311,0.001,0.019,0.019,0.019,0.019,0.019
312,0.001,0.019,0.019,0.019,0.019,0.019
313,0.001,0.019,0.019,0.019,0.019,0.019
314,0.001,0.019,0.019,0.019,0.019,0.019
315,0.001,0.019,0.019,0.019,0.019,0.019
316,0.001,0.019,0.019,0.019,0.019,0.019
317,0.001,0.019,0.019,0.019,0.019,0.019
318,0.001,0.019,0.019,0.019,0.019,0.019
319,0.001,0.019,0.019,0.019,0.019,0.019
320,0.001,0.019,0.019,0.019,0.019,0.019
321,0.001,0.019,0.019,0.019,0.019,0.019
322,0.001,0.019,0.019,0.019,0.019,0.019
323,0.001,0.019,0.019,0.019,0.019,0.019
324,0.001,0.019,0.019,0.019,0.019,0.019
325,0.001,0.019,0.019,0.019,0.019,0.019
326,0.001,0.019,0.019,0.019,0.019,0.019
327,0.001,0.019,0.019,0.019,0.019,0.019
328,0.001,0.019,0.019,0.019,0.019,0.019
329,0.001,0.019,0.019,0.019,0.019,0.019
330,0.001,0.019,0.019,0.019,0.019,0.019
331,0.001,0.019,0.019,0.019,0.019,0.019
332,0.001,0.019,0.019,0.019,0.019,0.019
333,0.001,0.019,0.019,0.019,0.019,0.019
334,0.001,0.019,0.019,0.019,0.019,0.019
335,0.001,0.019,0.019,0.019,0.019,0.019
336,0.001,0.019,0.019,0.019,0.019,0.019
337,0.001,0.019,0.019,0.019,0.019,0.019
338,0.001,0.019,0.019,0.019,0.019,0.019
339,0,0,0,0,0,0
340,0.001,0.019,0.019,0.019,0.019,0.019
341,0.001,0.019,0.019,0.019,0.019,0.019
342,0,0,0,0,0,0
343,0.001,0.019,0.019,0.019,0.019,0.019
344,0.001,0.019,0.019,0.019,0.019,0.019
345,0.001,0.019,0.019,0.019,0.019,0.019
346,0.001,0.019,0.019,0.019,0.019,0.019
347,0.001,0.019,0.019,0.019,0.019,0.019
348,0.001,0.019,0.019,0.019,0.019,0.019
349,0.001,0.019,0.019,0.019,0.019,0.019
350,0.001,0.019,0.019,0.019,0.019,0.019
351,0.001,0.019,0.019,0.019,0.019,0.019
352,0.001,0.019,0.019,0.019,0.019,0
353,0.001,0.019,0.019,0.019,0.019,0
354,0.001,0.019,0.019,0.019,0.019,0
355,0.001,0.019,0.019,0.019,0.005,0
356,0.001,0.019,0.019,0.019,0.019,0.019
357,0.001,0.019,0.019,0.019,0.019,0.019
358,0.001,0.019,0.019,0.019,0.019,0.019
359,0.001,0.019,0.019,0.019,0.019,0.019
360,0.001,0.019,0.019,0.019,0.019,0.019
361,0.001,0.019,0.019,0.019,0.019,0.019
362,0.001,0.019,0.019,0.019,0.019,0.019
363,0.001,0.019,0.019,0.019,0.019,0.019
364,0.001,0.019,0.019,0.019,0.019,0.019
365,0.001,0.019,0.019,0.019,0.019,0.019
366,0.001,0.019,0.019,0.019,0.019,0.019
367,0.001,0.019,0.019,0.019,0.019,0.019
368,0,0,0,0,0,0
369,0.001,0.019,0.019,0.019,0.019,0.019
370,0.001,0.019,0.019,0.019,0.019,0.019
371,0.001,0.019,0.019,0.019,0.019,0.019
372,0.001,0.019,0.019,0.019,0.019,0.019
373,0.001,0.019,0.019,0.019,0.019,0.019
374,0.001,0.019,0.019,0.019,0.019,0.019
375,0.001,0.019,0.019,0.019,0.019,0.019
376,0.001,0.019,0.019,0.019,0.019,0.019
377,0.001,0.019,0.019,0.019,0.019,0.019
378,0.001,0.019,0.019,0.019,0.019,0.019
379,0.001,0.019,0.019,0.019,0.019,0.019
380,0.001,0.019,0.019,0.019,0.019,0.019
381,0.001,0.019,0.019,0.019,0.019,0.019
382,0.001,0.019,0.019,0.019,0.019,0.019
383,0.001,0.019,0.019,0.019,0.019,0.019
384,0.001,0.019,0.019,0.019,0.019,0
385,0.001,0.019,0.019,0.019,0.019,0.019
386,0.001,0.019,0.019,0.019,0.019,0.019
387,0.001,0.019,0.019,0.019,0.019,0.019
388,0.001,0.019,0.019,0.019,0.019,0.019
389,0.001,0.019,0.019,0.019,0.019,0.019
390,0.001,0.019,0.019,0.019,0.019,0.019
391,0.001,0.019,0.019,0.019,0.019,0.019
392,0.001,0.019,0.019,0.019,0.019,0.019
393,0.001,0.019,0.019,0.019,0.019,0.019
394,0.001,0.019,0.019,0.019,0.019,0.019
395,0.001,0.019,0.019,0.019,0.019,0.019
396,0.001,0.019,0.019,0.019,0.019,0.019
397,0.001,0.019,0.019,0.019,0.019,0.019
398,0.001,0.019,0.019,0.019,0.019,0.019
399,0.001,0.019,0.019,0.019,0.019,0.019
400,0.001,0.019,0.019,0.019,0.019,0.019
401,0.001,0.019,0.019,0.019,0.019,0.019
402,0.001,0.019,0.019,0.019,0.019,0.019
403,0.001,0.019,0.019,0.019,0.019,0.019
404,0.001,0.019,0.019,0.019,0.019,0.019
405,0.001,0.019,0.019,0.019,0.019,0.019
406,0.001,0.019,0.019,0.019,0.019,0.019
407,0.001,0.019,0.019,0.019,0.019,0.019
408,0.001,0.019,0.019,0.019,0.019,0.019
409,0.001,0.019,0.019,0.019,0.019,0.019
410,0.001,0.019,0.019,0.019,0.019,0.019
411,0.001,0.019,0.019,0.019,0.019,0.019
412,0.001,0.019,0.019,0.019,0.019,0.019
413,0.001,0.019,0.019,0.019,0.019,0.019
414,0.001,0.019,0.019,0.019,0.019,0.019
415,0.001,0.019,0.019,0.019,0.019,0.019
416,0.001,0.019,0.019,0.019,0.019,0.019
417,0.001,0.019,0.019,0.019,0.019,0.019
418,0.001,0.019,0.019,0.019,0.019,0.019
419,0.001,0.019,0.019,0.019,0.019,0.019
420,0.001,0.019,0.019,0.019,0.019,0.019
421,0.001,0.019,0.019,0.019,0.019,0.019
422,0.001,0.019,0.019,0.019,0.019,0.019
423,0.001,0.019,0.019,0.019,0.019,0.019
424,0.001,0.019,0.019,0.019,0.019,0.019
425,0.001,0.019,0.019,0.019,0.019,0.019
426,0.001,0.019,0.019,0.019,0.019,0.019
427,0.001,0.019,0.019,0.019,0.019,0.019
428,0.001,0.019,0.019,0.019,0.019,0.019
429,0.001,0.019,0.019,0.019,0.019,0.019
430,0.001,0.019,0.019,0.019,0.019,0.019
431,0.001,0.019,0.019,0.019,0.019,0.019
432,0.001,0.019,0.019,0.019,0.019,0.019
433,0.001,0.019,0.019,0.019,0.019,0.019
434,0.001,0,0.019,0.019,0.019,0.019
435,0.001,0,0.019,0.019,0.019,0.019
436,0.001,0.019,0.019,0.019,0.019,0.019
437,0.001,0.019,0.019,0.019,0.019,0.019
438,0.001,0.019,0.019,0.019,0.019,0.019
439,0.001,0.019,0.019,0.019,0.019,0.019
440,0.001,0.019,0.019,0.019,0.019,0.019
441,0.001,0.019,0.019,0.019,0.019,0.019
442,0.001,0.019,0.019,0.019,0.019,0.019
443,0.001,0.019,0.019,0.019,0.019,0.019
444,0.001,0.019,0.019,0.019,0.019,0.019
445,0.001,0.019,0.019,0.019,0.019,0.019
446,0.001,0.019,0.019,0.019,0.019,0.019
447,0.001,0.019,0.019,0.019,0.019,0.019
448,0.001,0.019,0.019,0.019,0.019,0.019
449,0.001,0.019,0.019,0.019,0.019,0.019
450,0.001,0.019,0.019,0.019,0.019,0.019
451,0.001,0.019,0.019,0.019,0.019,0.019
452,0.001,0.019,0.019,0.019,0.019,0.019
453,0.001,0.019,0.019,0.019,0.019,0.019
454,0.001,0.019,0.019,0.019,0.019,0.019
455,0.001,0.019,0.019,0.019,0.019,0.019
456,0.001,0.019,0.019,0.019,0.019,0.019
457,0.001,0.019,0.019,0.019,0.019,0.019
458,0.001,0.019,0.019,0.019,0.019,0.019
459,0.001,0.019,0.019,0.019,0.019,0.019
460,0.001,0.019,0.019,0.019,0.019,0.019
461,0.001,0.019,0.019,0.019,0.019,0.019
462,0.001,0.019,0.019,0.019,0.019,0.019
463,0.001,0.019,0.019,0.019,0.019,0.019
464,0.001,0.019,0.019,0.019,0.019,0.019
465,0.001,0.019,0.019,0.019,0.019,0.019
466,0.001,0.019,0.019,0.019,0.005,0.019
467,0.001,0.019,0.019,0.019,0.005,0.019
468,0.001,0.019,0.019,0.019,0.019,0.019
469,0.001,0.019,0.019,0.019,0.019,0.019
470,0.001,0.019,0.019,0.019,0.019,0.019
471,0.001,0.019,0.019,0.019,0.019,0.019
472,0.001,0.019,0.019,0.019,0.019,0.019
473,0.001,0.019,0.019,0.019,0.019,0.019
474,0.001,0.019,0.019,0.019,0.019,0.019
475,0.001,0.019,0.019,0.019,0.019,0.019
476,0.001,0.019,0.019,0.019,0.019,0.019
477,0.001,0.019,0.019,0.019,0.019,0.019
478,0.001,0.019,0.019,0.019,0.019,0.019
479,0.001,0.019,0.019,0.019,0.019,0.019
480,0.001,0.019,0.019,0.019,0.019,0.019
481,0.001,0.019,0.019,0.019,0.019,0.019
482,0.001,0.019,0.019,0.019,0.019,0.019
483,0.001,0.019,0.019,0.019,0.019,0.019
484,0.001,0.019,0.019,0.019,0.019,0.019
485,0.001,0.019,0.019,0.019,0.019,0.019
486,0.001,0.019,0.019,0.019,0.019,0.019
487,0.001,0.019,0.019,0.019,0.019,0.019
488,0.001,0.019,0.019,0.019,0.019,0.019
489,0.001,0.019,0.019,0.019,0.019,0.019
490,0.001,0.019,0.019,0.019,0.019,0
491,0.001,0.019,0.019,0.019,0.019,0.019
492,0.001,0.019,0.019,0.019,0.019,0.019
493,0.001,0.019,0.019,0.019,0.019,0.019
494,0.001,0.019,0.019,0.019,0.019,0.019
495,0.001,0.019,0.019,0.019,0.019,0.019
496,0.001,0.019,0.019,0.019,0.019,0.019
497,0.001,0.019,0.019,0.019,0.019,0.019
498,0.001,0.019,0.019,0.019,0.019,0.019
499,0.001,0.019,0.019,0.019,0.019,0.019
500,0.001,0.019,0.019,0.019,0.019,0.019
501,0.001,0.019,0.019,0.019,0.019,0.019
502,0.001,0.019,0.019,0.019,0.019,0.019
503,0.001,0.019,0.019,0.019,0.019,0.019
504,0.001,0.019,0.019,0.019,0.019,0.019
505,0.001,0.019,0.019,0.019,0.019,0.019
506,0.001,0.019,0.019,0.019,0.019,0.019
507,0.001,0.019,0.019,0.019,0.019,0.019
508,0.001,0.019,0.019,0.019,0.019,0.019
509,0.001,0.019,0.019,0.019,0.019,0.019
510,0,0,0,0,0,0
511,0,0,0,0,0,0
512,0.001,0.019,0.019,0.019,0.019,0.019
513,0.001,0.019,0.019,0.019,0.019,0.019
514,0.001,0.019,0.019,0.019,0.019,0.019
515,0.001,0.019,0.019,0.019,0.019,0.019
516,0.001,0.019,0.019,0.019,0.019,0.019
517,0.001,0.019,0.019,0.019,0.019,0.019
518,0.001,0.019,0.019,0.019,0.019,0.019
519,0.001,0.019,0.019,0.019,0.019,0.019
520,0.001,0.019,0.019,0.019,0.019,0.019
521,0.001,0.019,0.019,0.019,0.019,0.019
522,0.001,0.019,0.019,0.019,0.019,0.019
523,0.001,0.019,0.019,0.019,0.019,0.019
524,0.001,0.019,0.019,0.019,0.019,0.019
525,0.001,0.019,0.019,0.019,0.019,0.019
526,0.001,0.019,0.019,0.019,0.019,0.019
527,0.001,0.019,0.019,0.019,0.019,0.019
528,0.001,0.019,0.019,0.019,0.019,0.019
529,0.001,0.019,0.019,0.019,0.019,0.019
530,0.001,0.019,0.019,0.019,0.019,0.019
531,0.001,0.019,0.019,0.019,0.019,0.019
532,0.001,0.019,0.019,0.019,0.019,0.019
533,0.001,0.019,0.019,0.019,0.019,0
534,0.001,0.019,0.019,0.019,0.019,0.019
535,0.001,0.019,0.019,0.019,0.019,0.019
536,0.001,0.019,0.019,0.019,0.019,0.019
537,0.001,0.019,0.019,0.019,0.019,0.019
538,0.001,0.019,0.019,0.019,0.019,0.019
539,0.001,0.019,0.019,0.019,0.019,0.019
540,0.001,0.019,0.019,0.019,0.019,0.019
541,0.001,0.019,0.019,0.019,0.019,0.019
542,0.001,0.019,0.019,0.019,0.019,0.019
543,0.001,0.019,0.019,0.019,0.019,0.019
544,0.001,0.019,0.019,0.019,0.019,0.019
545,0.001,0.019,0.019,0.019,0.019,0.019
546,0.001,0,0.019,0.019,0.019,0.019
547,0.001,0.019,0.019,0.019,0.019,0.019
548,0.001,0.019,0.019,0.019,0.019,0.019
549,0.001,0.019,0.019,0.019,0.019,0.019
550,0.001,0.019,0.019,0.019,0.019,0.019
