TAZ,2010,2015,2020,2025,2030,2035,2040,2045,2050
200312,1,1,1,1,1,1,1,1,1
200313,1,1,1,1,1,1,1,1,1
200314,1,1,1,1,1,1,1,1,1
200315,1,1,1,1,1,1,1,1,1
200316,1,1,1,1,1,1,1,1,1
200317,1,1,1,1,1,1,1,1,1
200318,1,1,1,1,1,1,1,1,1
200319,1,1,1,1,1,1,1,1,1
200320,1,1,1,1,1,1,1,1,1
200321,1,1,1,1,1,1,1,1,1
200322,1,1,1,1,1,1,1,1,1
200323,1,1,1,1,1,1,1,1,1
200324,1,1,1,1,1,1,1,1,1
200325,1,1,1,1,1,1,1,1,1
200326,1,1,1,1,1,1,1,1,1
200327,1,1,1,1,1,1,1,1,1
200328,1,1,1,1,1,1,1,1,1
200329,1,1,1,1,1,1,1,1,1
200330,1,1,1,1,1,1,1,1,1
200331,1,1,1,1,1,1,1,1,1
200332,1,1,1,1,1,1,1,1,1
200333,1,1,1,1,1,1,1,1,1
200334,1,1,1,1,1,1,1,1,1
200335,1,1,1,1,1,1,1,1,1
200336,1,1,1,1,1,1,1,1,1
200337,1,1,1,1,1,1,1,1,1
200338,1,1,1,1,1,1,1,1,1
200339,1,1,1,1,1,1,1,1,1
200340,1,1,1,1,1,1,1,1,1
200341,1,1,1,1,1,1,1,1,1
200342,1,1,1,1,1,1,1,1,1
200344,1,1,1,1,1,1,1,1,1
200345,1,1,1,1,1,1,1,1,1
200346,1,1,1,1,1,1,1,1,1
200347,1,1,1,1,1,1,1,1,1
200348,1,1,1,1,1,1,1,1,1
200349,1,1,1,1,1,1,1,1,1
200350,1,1,1,1,1,1,1,1,1
200351,1,1,1,1,1,1,1,1,1
200352,1,1,1,1,1,1,1,1,1
200353,1,1,1,1,1,1,1,1,1
200354,1,1,1,1,1,1,1,1,1
200355,1,1,1,1,1,1,1,1,1
200356,1,1,1,1,1,1,1,1,1
200357,1,1,1,1,1,1,1,1,1
200358,1,1,1,1,1,1,1,1,1
200359,1,1,1,1,1,1,1,1,1
200360,1,1,1,1,1,1,1,1,1
200361,1,1,1,1,1,1,1,1,1
200362,1,1,1,1,1,1,1,1,1
200363,1,1,1,1,1,1,1,1,1
200364,1,1,1,1,1,1,1,1,1
200365,1,1,1,1,1,1,1,1,1
200366,1,1,1,1,1,1,1,1,1
200367,1,1,1,1,1,1,1,1,1
200368,1,1,1,1,1,1,1,1,1
200369,1,1,1,1,1,1,1,1,1
200371,1,1,1,1,1,1,1,1,1
200374,1,1,1,1,1,1,1,1,1
200375,1,1,1,1,1,1,1,1,1
200376,1,1,1,1,1,1,1,1,1
200377,1,1,1,1,1,1,1,1,1
200378,1,1,1,1,1,1,1,1,1
200379,1,1,1,1,1,1,1,1,1
200380,1,1,1,1,1,1,1,1,1
200381,1,1,1,1,1,1,1,1,1
200382,1,1,1,1,1,1,1,1,1
200383,1,1,1,1,1,1,1,1,1
200384,1,1,1,1,1,1,1,1,1
200385,1,1,1,1,1,1,1,1,1
200386,1,1,1,1,1,1,1,1,1
200387,1,1,1,1,1,1,1,1,1
200388,1,1,1,1,1,1,1,1,1
200389,1,1,1,1,1,1,1,1,1
200390,1,1,1,1,1,1,1,1,1
200391,1,1,1,1,1,1,1,1,1
200392,1,1,1,1,1,1,1,1,1
200393,1,1,1,1,1,1,1,1,1
200394,1,1,1,1,1,1,1,1,1
200395,1,1,1,1,1,1,1,1,1
200396,1,1,1,1,1,1,1,1,1
200397,1,1,1,1,1,1,1,1,1
200398,1,1,1,1,1,1,1,1,1
200399,1,1,1,1,1,1,1,1,1
200400,1,1,1,1,1,1,1,1,1
200401,1,1,1,1,1,1,1,1,1
200402,1,1,1,1,1,1,1,1,1
200403,1,1,1,1,1,1,1,1,1
200404,1,1,1,1,1,1,1,1,1
200405,1,1,1,1,1,1,1,1,1
200406,1,1,1,1,1,1,1,1,1
200407,1,1,1,1,1,1,1,1,1
200408,1,1,1,1,1,1,1,1,1
200409,1,1,1,1,1,1,1,1,1
200410,1,1,1,1,1,1,1,1,1
200411,1,1,1,1,1,1,1,1,1
200412,1,1,1,1,1,1,1,1,1
200413,1,1,1,1,1,1,1,1,1
200415,1,1,1,1,1,1,1,1,1
200416,1,1,1,1,1,1,1,1,1
200419,1,1,1,1,1,1,1,1,1
200420,1,1,1,1,1,1,1,1,1
200421,1,1,1,1,1,1,1,1,1
200422,1,1,1,1,1,1,1,1,1
200423,1,1,1,1,1,1,1,1,1
200424,1,1,1,1,1,1,1,1,1
200425,1,1,1,1,1,1,1,1,1
200426,1,1,1,1,1,1,1,1,1
200427,1,1,1,1,1,1,1,1,1
200428,1,1,1,1,1,1,1,1,1
200429,1,1,1,1,1,1,1,1,1
200430,1,1,1,1,1,1,1,1,1
200431,1,1,1,1,1,1,1,1,1
200432,1,1,1,1,1,1,1,1,1
200433,1,1,1,1,1,1,1,1,1
200434,1,1,1,1,1,1,1,1,1
200435,1,1,1,1,1,1,1,1,1
200436,1,1,1,1,1,1,1,1,1
200437,1,1,1,1,1,1,1,1,1
200438,1,1,1,1,1,1,1,1,1
200439,1,1,1,1,1,1,1,1,1
200440,1,1,1,1,1,1,1,1,1
200441,1,1,1,1,1,1,1,1,1
200442,1,1,1,1,1,1,1,1,1
200443,1,1,1,1,1,1,1,1,1
200444,1,1,1,1,1,1,1,1,1
200445,1,1,1,1,1,1,1,1,1
200446,1,1,1,1,1,1,1,1,1
200447,1,1,1,1,1,1,1,1,1
200448,1,1,1,1,1,1,1,1,1
200449,1,1,1,1,1,1,1,1,1
200450,1,1,1,1,1,1,1,1,1
200451,1,1,1,1,1,1,1,1,1
200452,1,1,1,1,1,1,1,1,1
200453,1,1,1,1,1,1,1,1,1
200454,1,1,1,1,1,1,1,1,1
200455,1,1,1,1,1,1,1,1,1
200456,1,1,1,1,1,1,1,1,1
200457,1,1,1,1,1,1,1,1,1
200458,1,1,1,1,1,1,1,1,1
200459,1,1,1,1,1,1,1,1,1
200460,1,1,1,1,1,1,1,1,1
200461,1,1,1,1,1,1,1,1,1
200462,1,1,1,1,1,1,1,1,1
200463,1,1,1,1,1,1,1,1,1
200464,1,1,1,1,1,1,1,1,1
200465,1,1,1,1,1,1,1,1,1
200466,1,1,1,1,1,1,1,1,1
200467,1,1,1,1,1,1,1,1,1
200468,1,1,1,1,1,1,1,1,1
200469,1,1,1,1,1,1,1,1,1
200470,1,1,1,1,1,1,1,1,1
200471,1,1,1,1,1,1,1,1,1
200472,1,1,1,1,1,1,1,1,1
200473,1,1,1,1,1,1,1,1,1
200474,1,1,1,1,1,1,1,1,1
200475,1,1,1,1,1,1,1,1,1
200476,1,1,1,1,1,1,1,1,1
200477,1,1,1,1,1,1,1,1,1
200478,1,1,1,1,1,1,1,1,1
200479,1,1,1,1,1,1,1,1,1
200480,1,1,1,1,1,1,1,1,1
200481,1,1,1,1,1,1,1,1,1
200482,1,1,1,1,1,1,1,1,1
200484,1,1,1,1,1,1,1,1,1
200485,1,1,1,1,1,1,1,1,1
200486,1,1,1,1,1,1,1,1,1
200487,1,1,1,1,1,1,1,1,1
200488,1,1,1,1,1,1,1,1,1
200489,1,1,1,1,1,1,1,1,1
200490,1,1,1,1,1,1,1,1,1
200491,1,1,1,1,1,1,1,1,1
200493,1,1,1,1,1,1,1,1,1
200494,1,1,1,1,1,1,1,1,1
200495,1,1,1,1,1,1,1,1,1
200496,1,1,1,1,1,1,1,1,1
200497,1,1,1,1,1,1,1,1,1
200498,1,1,1,1,1,1,1,1,1
200500,1,1,1,1,1,1,1,1,1
200501,1,1,1,1,1,1,1,1,1
200503,1,1,1,1,1,1,1,1,1
200505,1,1,1,1,1,1,1,1,1
200506,1,1,1,1,1,1,1,1,1
200507,1,1,1,1,1,1,1,1,1
200508,1,1,1,1,1,1,1,1,1
200509,1,1,1,1,1,1,1,1,1
200510,1,1,1,1,1,1,1,1,1
200511,1,1,1,1,1,1,1,1,1
200512,1,1,1,1,1,1,1,1,1
200513,1,1,1,1,1,1,1,1,1
200514,1,1,1,1,1,1,1,1,1
200515,1,1,1,1,1,1,1,1,1
200516,1,1,1,1,1,1,1,1,1
200517,1,1,1,1,1,1,1,1,1
200518,1,1,1,1,1,1,1,1,1
200519,1,1,1,1,1,1,1,1,1
200520,1,1,1,1,1,1,1,1,1
200521,1,1,1,1,1,1,1,1,1
200522,1,1,1,1,1,1,1,1,1
200523,1,1,1,1,1,1,1,1,1
200524,1,1,1,1,1,1,1,1,1
200525,1,1,1,1,1,1,1,1,1
200526,1,1,1,1,1,1,1,1,1
200527,1,1,1,1,1,1,1,1,1
200528,1,1,1,1,1,1,1,1,1
200529,1,1,1,1,1,1,1,1,1
200530,1,1,1,1,1,1,1,1,1
200531,1,1,1,1,1,1,1,1,1
200532,1,1,1,1,1,1,1,1,1
200533,1,1,1,1,1,1,1,1,1
200534,1,1,1,1,1,1,1,1,1
200535,1,1,1,1,1,1,1,1,1
200536,1,1,1,1,1,1,1,1,1
200537,1,1,1,1,1,1,1,1,1
200538,1,1,1,1,1,1,1,1,1
200540,1,1,1,1,1,1,1,1,1
200541,1,1,1,1,1,1,1,1,1
200542,1,1,1,1,1,1,1,1,1
200543,1,1,1,1,1,1,1,1,1
200544,1,1,1,1,1,1,1,1,1
200545,1,1,1,1,1,1,1,1,1
200546,1,1,1,1,1,1,1,1,1
200547,1,1,1,1,1,1,1,1,1
200548,1,1,1,1,1,1,1,1,1
200550,1,1,1,1,1,1,1,1,1
200551,1,1,1,1,1,1,1,1,1
200553,1,1,1,1,1,1,1,1,1
200554,1,1,1,1,1,1,1,1,1
200555,1,1,1,1,1,1,1,1,1
200556,1,1,1,1,1,1,1,1,1
200557,1,1,1,1,1,1,1,1,1
200558,1,1,1,1,1,1,1,1,1
200559,1,1,1,1,1,1,1,1,1
200560,1,1,1,1,1,1,1,1,1
200561,1,1,1,1,1,1,1,1,1
200562,1,1,1,1,1,1,1,1,1
200563,1,1,1,1,1,1,1,1,1
200564,1,1,1,1,1,1,1,1,1
200565,1,1,1,1,1,1,1,1,1
200566,1,1,1,1,1,1,1,1,1
200567,1,1,1,1,1,1,1,1,1
200568,1,1,1,1,1,1,1,1,1
200569,1,1,1,1,1,1,1,1,1
200570,1,1,1,1,1,1,1,1,1
200571,1,1,1,1,1,1,1,1,1
200572,1,1,1,1,1,1,1,1,1
200573,1,1,1,1,1,1,1,1,1
200574,1,1,1,1,1,1,1,1,1
200575,1,1,1,1,1,1,1,1,1
200576,1,1,1,1,1,1,1,1,1
200577,1,1,1,1,1,1,1,1,1
200578,1,1,1,1,1,1,1,1,1
200579,1,1,1,1,1,1,1,1,1
200580,1,1,1,1,1,1,1,1,1
200581,1,1,1,1,1,1,1,1,1
200582,1,1,1,1,1,1,1,1,1
200583,1,1,1,1,1,1,1,1,1
200584,1,1,1,1,1,1,1,1,1
200585,1,1,1,1,1,1,1,1,1
200586,1,1,1,1,1,1,1,1,1
200587,1,1,1,1,1,1,1,1,1
200588,1,1,1,1,1,1,1,1,1
200589,1,1,1,1,1,1,1,1,1
200590,1,1,1,1,1,1,1,1,1
200593,1,1,1,1,1,1,1,1,1
200595,1,1,1,1,1,1,1,1,1
200596,1,1,1,1,1,1,1,1,1
200597,1,1,1,1,1,1,1,1,1
200598,1,1,1,1,1,1,1,1,1
200599,1,1,1,1,1,1,1,1,1
200600,1,1,1,1,1,1,1,1,1
200601,1,1,1,1,1,1,1,1,1
200602,1,1,1,1,1,1,1,1,1
200603,1,1,1,1,1,1,1,1,1
200604,1,1,1,1,1,1,1,1,1
200605,1,1,1,1,1,1,1,1,1
200606,1,1,1,1,1,1,1,1,1
200607,1,1,1,1,1,1,1,1,1
200608,1,1,1,1,1,1,1,1,1
200609,1,1,1,1,1,1,1,1,1
200610,1,1,1,1,1,1,1,1,1
200611,1,1,1,1,1,1,1,1,1
200612,1,1,1,1,1,1,1,1,1
200613,1,1,1,1,1,1,1,1,1
200614,1,1,1,1,1,1,1,1,1
200615,1,1,1,1,1,1,1,1,1
200616,1,1,1,1,1,1,1,1,1
200617,1,1,1,1,1,1,1,1,1
200618,1,1,1,1,1,1,1,1,1
200619,1,1,1,1,1,1,1,1,1
200620,1,1,1,1,1,1,1,1,1
200621,1,1,1,1,1,1,1,1,1
200622,1,1,1,1,1,1,1,1,1
200623,1,1,1,1,1,1,1,1,1
200624,1,1,1,1,1,1,1,1,1
200625,1,1,1,1,1,1,1,1,1
200626,1,1,1,1,1,1,1,1,1
200627,1,1,1,1,1,1,1,1,1
200628,1,1,1,1,1,1,1,1,1
200629,1,1,1,1,1,1,1,1,1
200630,1,1,1,1,1,1,1,1,1
200631,1,1,1,1,1,1,1,1,1
200632,1,1,1,1,1,1,1,1,1
200633,1,1,1,1,1,1,1,1,1
200634,1,1,1,1,1,1,1,1,1
200635,1,1,1,1,1,1,1,1,1
200636,1,1,1,1,1,1,1,1,1
200637,1,1,1,1,1,1,1,1,1
200638,1,1,1,1,1,1,1,1,1
200639,1,1,1,1,1,1,1,1,1
200640,1,1,1,1,1,1,1,1,1
200641,1,1,1,1,1,1,1,1,1
200642,1,1,1,1,1,1,1,1,1
200643,1,1,1,1,1,1,1,1,1
200645,1,1,1,1,1,1,1,1,1
200646,1,1,1,1,1,1,1,1,1
200647,1,1,1,1,1,1,1,1,1
200648,1,1,1,1,1,1,1,1,1
200649,1,1,1,1,1,1,1,1,1
200650,1,1,1,1,1,1,1,1,1
200651,1,1,1,1,1,1,1,1,1
200652,1,1,1,1,1,1,1,1,1
200653,1,1,1,1,1,1,1,1,1
200654,1,1,1,1,1,1,1,1,1
200656,1,1,1,1,1,1,1,1,1
200657,1,1,1,1,1,1,1,1,1
200658,1,1,1,1,1,1,1,1,1
200659,1,1,1,1,1,1,1,1,1
200660,1,1,1,1,1,1,1,1,1
200661,1,1,1,1,1,1,1,1,1
200662,1,1,1,1,1,1,1,1,1
200663,1,1,1,1,1,1,1,1,1
200664,1,1,1,1,1,1,1,1,1
200665,1,1,1,1,1,1,1,1,1
200666,1,1,1,1,1,1,1,1,1
200667,1,1,1,1,1,1,1,1,1
200668,1,1,1,1,1,1,1,1,1
200669,1,1,1,1,1,1,1,1,1
200670,1,1,1,1,1,1,1,1,1
200671,1,1,1,1,1,1,1,1,1
200672,1,1,1,1,1,1,1,1,1
200673,1,1,1,1,1,1,1,1,1
200675,1,1,1,1,1,1,1,1,1
200676,1,1,1,1,1,1,1,1,1
200677,1,1,1,1,1,1,1,1,1
200678,1,1,1,1,1,1,1,1,1
200679,1,1,1,1,1,1,1,1,1
200680,1,1,1,1,1,1,1,1,1
200681,1,1,1,1,1,1,1,1,1
200682,1,1,1,1,1,1,1,1,1
200683,1,1,1,1,1,1,1,1,1
200684,1,1,1,1,1,1,1,1,1
200685,1,1,1,1,1,1,1,1,1
200686,1,1,1,1,1,1,1,1,1
200687,1,1,1,1,1,1,1,1,1
200688,1,1,1,1,1,1,1,1,1
200689,1,1,1,1,1,1,1,1,1
200690,1,1,1,1,1,1,1,1,1
200692,1,1,1,1,1,1,1,1,1
200693,1,1,1,1,1,1,1,1,1
200694,1,1,1,1,1,1,1,1,1
200695,1,1,1,1,1,1,1,1,1
200696,1,1,1,1,1,1,1,1,1
200697,1,1,1,1,1,1,1,1,1
200698,1,1,1,1,1,1,1,1,1
200699,1,1,1,1,1,1,1,1,1
200700,1,1,1,1,1,1,1,1,1
200702,1,1,1,1,1,1,1,1,1
200703,1,1,1,1,1,1,1,1,1
200705,1,1,1,1,1,1,1,1,1
200706,1,1,1,1,1,1,1,1,1
200707,1,1,1,1,1,1,1,1,1
200708,1,1,1,1,1,1,1,1,1
200709,1,1,1,1,1,1,1,1,1
200710,1,1,1,1,1,1,1,1,1
200711,1,1,1,1,1,1,1,1,1
200712,1,1,1,1,1,1,1,1,1
200713,1,1,1,1,1,1,1,1,1
200714,1,1,1,1,1,1,1,1,1
200715,1,1,1,1,1,1,1,1,1
200716,1,1,1,1,1,1,1,1,1
200718,1,1,1,1,1,1,1,1,1
200720,1,1,1,1,1,1,1,1,1
200721,1,1,1,1,1,1,1,1,1
200722,1,1,1,1,1,1,1,1,1
200723,1,1,1,1,1,1,1,1,1
200724,1,1,1,1,1,1,1,1,1
200725,1,1,1,1,1,1,1,1,1
200726,1,1,1,1,1,1,1,1,1
200727,1,1,1,1,1,1,1,1,1
200730,1,1,1,1,1,1,1,1,1
200731,1,1,1,1,1,1,1,1,1
200732,1,1,1,1,1,1,1,1,1
200733,1,1,1,1,1,1,1,1,1
200734,1,1,1,1,1,1,1,1,1
200735,1,1,1,1,1,1,1,1,1
200736,1,1,1,1,1,1,1,1,1
200737,1,1,1,1,1,1,1,1,1
200738,1,1,1,1,1,1,1,1,1
200739,1,1,1,1,1,1,1,1,1
200740,1,1,1,1,1,1,1,1,1
200741,1,1,1,1,1,1,1,1,1
200743,1,1,1,1,1,1,1,1,1
200744,1,1,1,1,1,1,1,1,1
200745,1,1,1,1,1,1,1,1,1
200747,1,1,1,1,1,1,1,1,1
200748,1,1,1,1,1,1,1,1,1
200750,1,1,1,1,1,1,1,1,1
200751,1,1,1,1,1,1,1,1,1
200752,1,1,1,1,1,1,1,1,1
200753,1,1,1,1,1,1,1,1,1
200754,1,1,1,1,1,1,1,1,1
200755,1,1,1,1,1,1,1,1,1
200756,1,1,1,1,1,1,1,1,1
200757,1,1,1,1,1,1,1,1,1
200758,1,1,1,1,1,1,1,1,1
200759,1,1,1,1,1,1,1,1,1
200760,1,1,1,1,1,1,1,1,1
200762,1,1,1,1,1,1,1,1,1
200763,1,1,1,1,1,1,1,1,1
200764,1,1,1,1,1,1,1,1,1
200765,1,1,1,1,1,1,1,1,1
200766,1,1,1,1,1,1,1,1,1
200767,1,1,1,1,1,1,1,1,1
200768,1,1,1,1,1,1,1,1,1
200769,1,1,1,1,1,1,1,1,1
200770,1,1,1,1,1,1,1,1,1
200771,1,1,1,1,1,1,1,1,1
200773,1,1,1,1,1,1,1,1,1
200774,1,1,1,1,1,1,1,1,1
200775,1,1,1,1,1,1,1,1,1
200776,1,1,1,1,1,1,1,1,1
200777,1,1,1,1,1,1,1,1,1
200778,1,1,1,1,1,1,1,1,1
200779,1,1,1,1,1,1,1,1,1
200780,1,1,1,1,1,1,1,1,1
200781,1,1,1,1,1,1,1,1,1
200782,1,1,1,1,1,1,1,1,1
200783,1,1,1,1,1,1,1,1,1
200784,1,1,1,1,1,1,1,1,1
200785,1,1,1,1,1,1,1,1,1
200786,1,1,1,1,1,1,1,1,1
200788,1,1,1,1,1,1,1,1,1
200790,1,1,1,1,1,1,1,1,1
200791,1,1,1,1,1,1,1,1,1
200792,1,1,1,1,1,1,1,1,1
200793,1,1,1,1,1,1,1,1,1
200794,1,1,1,1,1,1,1,1,1
200796,1,1,1,1,1,1,1,1,1
200797,1,1,1,1,1,1,1,1,1
200798,1,1,1,1,1,1,1,1,1
200799,1,1,1,1,1,1,1,1,1
200800,1,1,1,1,1,1,1,1,1
200801,1,1,1,1,1,1,1,1,1
200802,1,1,1,1,1,1,1,1,1
200803,1,1,1,1,1,1,1,1,1
200804,1,1,1,1,1,1,1,1,1
200805,1,1,1,1,1,1,1,1,1
200806,1,1,1,1,1,1,1,1,1
200807,1,1,1,1,1,1,1,1,1
200808,1,1,1,1,1,1,1,1,1
200809,1,1,1,1,1,1,1,1,1
200810,1,1,1,1,1,1,1,1,1
200811,1,1,1,1,1,1,1,1,1
200812,1,1,1,1,1,1,1,1,1
200813,1,1,1,1,1,1,1,1,1
200814,1,1,1,1,1,1,1,1,1
200815,1,1,1,1,1,1,1,1,1
200816,1,1,1,1,1,1,1,1,1
200817,1,1,1,1,1,1,1,1,1
200818,1,1,1,1,1,1,1,1,1
200819,1,1,1,1,1,1,1,1,1
200821,1,1,1,1,1,1,1,1,1
200822,1,1,1,1,1,1,1,1,1
200823,1,1,1,1,1,1,1,1,1
200824,1,1,1,1,1,1,1,1,1
200825,1,1,1,1,1,1,1,1,1
200827,1,1,1,1,1,1,1,1,1
200829,1,1,1,1,1,1,1,1,1
200830,1,1,1,1,1,1,1,1,1
200831,1,1,1,1,1,1,1,1,1
200832,1,1,1,1,1,1,1,1,1
200833,1,1,1,1,1,1,1,1,1
200834,1,1,1,1,1,1,1,1,1
200835,1,1,1,1,1,1,1,1,1
200836,1,1,1,1,1,1,1,1,1
200837,1,1,1,1,1,1,1,1,1
200838,1,1,1,1,1,1,1,1,1
200839,1,1,1,1,1,1,1,1,1
200840,1,1,1,1,1,1,1,1,1
200841,1,1,1,1,1,1,1,1,1
200842,1,1,1,1,1,1,1,1,1
200843,1,1,1,1,1,1,1,1,1
200844,1,1,1,1,1,1,1,1,1
200845,1,1,1,1,1,1,1,1,1
200846,1,1,1,1,1,1,1,1,1
200847,1,1,1,1,1,1,1,1,1
200848,1,1,1,1,1,1,1,1,1
200849,1,1,1,1,1,1,1,1,1
200850,1,1,1,1,1,1,1,1,1
200851,1,1,1,1,1,1,1,1,1
200852,1,1,1,1,1,1,1,1,1
200853,1,1,1,1,1,1,1,1,1
200854,1,1,1,1,1,1,1,1,1
200855,1,1,1,1,1,1,1,1,1
200856,1,1,1,1,1,1,1,1,1
200857,1,1,1,1,1,1,1,1,1
200858,1,1,1,1,1,1,1,1,1
200859,1,1,1,1,1,1,1,1,1
200860,1,1,1,1,1,1,1,1,1
200861,1,1,1,1,1,1,1,1,1
200862,1,1,1,1,1,1,1,1,1
200863,1,1,1,1,1,1,1,1,1
200864,1,1,1,1,1,1,1,1,1
200865,1,1,1,1,1,1,1,1,1
200866,1,1,1,1,1,1,1,1,1
200867,1,1,1,1,1,1,1,1,1
200868,1,1,1,1,1,1,1,1,1
200869,1,1,1,1,1,1,1,1,1
200870,1,1,1,1,1,1,1,1,1
200871,1,1,1,1,1,1,1,1,1
200872,1,1,1,1,1,1,1,1,1
200873,1,1,1,1,1,1,1,1,1
200874,1,1,1,1,1,1,1,1,1
200875,1,1,1,1,1,1,1,1,1
200876,1,1,1,1,1,1,1,1,1
200877,1,1,1,1,1,1,1,1,1
200878,1,1,1,1,1,1,1,1,1
200879,1,1,1,1,1,1,1,1,1
200881,1,1,1,1,1,1,1,1,1
200883,1,1,1,1,1,1,1,1,1
200884,1,1,1,1,1,1,1,1,1
200885,1,1,1,1,1,1,1,1,1
200886,1,1,1,1,1,1,1,1,1
200887,1,1,1,1,1,1,1,1,1
200888,1,1,1,1,1,1,1,1,1
200889,1,1,1,1,1,1,1,1,1
200890,1,1,1,1,1,1,1,1,1
200893,1,1,1,1,1,1,1,1,1
200894,1,1,1,1,1,1,1,1,1
200895,1,1,1,1,1,1,1,1,1
200896,1,1,1,1,1,1,1,1,1
200897,1,1,1,1,1,1,1,1,1
200898,1,1,1,1,1,1,1,1,1
200899,1,1,1,1,1,1,1,1,1
200900,1,1,1,1,1,1,1,1,1
200901,1,1,1,1,1,1,1,1,1
200902,1,1,1,1,1,1,1,1,1
200903,1,1,1,1,1,1,1,1,1
200904,1,1,1,1,1,1,1,1,1
200905,1,1,1,1,1,1,1,1,1
200906,1,1,1,1,1,1,1,1,1
200907,1,1,1,1,1,1,1,1,1
200908,1,1,1,1,1,1,1,1,1
200909,1,1,1,1,1,1,1,1,1
200910,1,1,1,1,1,1,1,1,1
200911,1,1,1,1,1,1,1,1,1
200912,1,1,1,1,1,1,1,1,1
200913,1,1,1,1,1,1,1,1,1
200914,1,1,1,1,1,1,1,1,1
200915,1,1,1,1,1,1,1,1,1
200916,1,1,1,1,1,1,1,1,1
200917,1,1,1,1,1,1,1,1,1
200919,1,1,1,1,1,1,1,1,1
200920,1,1,1,1,1,1,1,1,1
200921,1,1,1,1,1,1,1,1,1
200922,1,1,1,1,1,1,1,1,1
200925,1,1,1,1,1,1,1,1,1
200926,1,1,1,1,1,1,1,1,1
200927,1,1,1,1,1,1,1,1,1
200928,1,1,1,1,1,1,1,1,1
200929,1,1,1,1,1,1,1,1,1
200930,1,1,1,1,1,1,1,1,1
200932,1,1,1,1,1,1,1,1,1
200933,1,1,1,1,1,1,1,1,1
200934,1,1,1,1,1,1,1,1,1
200935,1,1,1,1,1,1,1,1,1
200936,1,1,1,1,1,1,1,1,1
200938,1,1,1,1,1,1,1,1,1
200939,1,1,1,1,1,1,1,1,1
200940,1,1,1,1,1,1,1,1,1
200941,1,1,1,1,1,1,1,1,1
200942,1,1,1,1,1,1,1,1,1
200943,1,1,1,1,1,1,1,1,1
200944,1,1,1,1,1,1,1,1,1
200945,1,1,1,1,1,1,1,1,1
200946,1,1,1,1,1,1,1,1,1
200947,1,1,1,1,1,1,1,1,1
200948,1,1,1,1,1,1,1,1,1
200949,1,1,1,1,1,1,1,1,1
200951,1,1,1,1,1,1,1,1,1
200953,1,1,1,1,1,1,1,1,1
200954,1,1,1,1,1,1,1,1,1
200955,1,1,1,1,1,1,1,1,1
200956,1,1,1,1,1,1,1,1,1
200957,1,1,1,1,1,1,1,1,1
200958,1,1,1,1,1,1,1,1,1
200959,1,1,1,1,1,1,1,1,1
200960,1,1,1,1,1,1,1,1,1
200961,1,1,1,1,1,1,1,1,1
200964,1,1,1,1,1,1,1,1,1
200966,1,1,1,1,1,1,1,1,1
200967,1,1,1,1,1,1,1,1,1
200968,1,1,1,1,1,1,1,1,1
200969,1,1,1,1,1,1,1,1,1
200970,1,1,1,1,1,1,1,1,1
200971,1,1,1,1,1,1,1,1,1
200972,1,1,1,1,1,1,1,1,1
200973,1,1,1,1,1,1,1,1,1
200974,1,1,1,1,1,1,1,1,1
200975,1,1,1,1,1,1,1,1,1
200976,1,1,1,1,1,1,1,1,1
200977,1,1,1,1,1,1,1,1,1
200978,1,1,1,1,1,1,1,1,1
200979,1,1,1,1,1,1,1,1,1
200980,1,1,1,1,1,1,1,1,1
200981,1,1,1,1,1,1,1,1,1
200982,1,1,1,1,1,1,1,1,1
200983,1,1,1,1,1,1,1,1,1
200984,1,1,1,1,1,1,1,1,1
200985,1,1,1,1,1,1,1,1,1
200986,1,1,1,1,1,1,1,1,1
200987,1,1,1,1,1,1,1,1,1
200989,1,1,1,1,1,1,1,1,1
200990,1,1,1,1,1,1,1,1,1
200991,1,1,1,1,1,1,1,1,1
200992,1,1,1,1,1,1,1,1,1
200993,1,1,1,1,1,1,1,1,1
200994,1,1,1,1,1,1,1,1,1
200995,1,1,1,1,1,1,1,1,1
200996,1,1,1,1,1,1,1,1,1
200997,1,1,1,1,1,1,1,1,1
200998,1,1,1,1,1,1,1,1,1
200999,1,1,1,1,1,1,1,1,1
201000,1,1,1,1,1,1,1,1,1
201002,1,1,1,1,1,1,1,1,1
201004,1,1,1,1,1,1,1,1,1
201007,1,1,1,1,1,1,1,1,1
201008,1,1,1,1,1,1,1,1,1
201009,1,1,1,1,1,1,1,1,1
201010,1,1,1,1,1,1,1,1,1
201011,1,1,1,1,1,1,1,1,1
201012,1,1,1,1,1,1,1,1,1
201013,1,1,1,1,1,1,1,1,1
201014,1,1,1,1,1,1,1,1,1
201015,1,1,1,1,1,1,1,1,1
201017,1,1,1,1,1,1,1,1,1
201018,1,1,1,1,1,1,1,1,1
201019,1,1,1,1,1,1,1,1,1
201020,1,1,1,1,1,1,1,1,1
201021,1,1,1,1,1,1,1,1,1
201022,1,1,1,1,1,1,1,1,1
201023,1,1,1,1,1,1,1,1,1
201024,1,1,1,1,1,1,1,1,1
201025,1,1,1,1,1,1,1,1,1
201026,1,1,1,1,1,1,1,1,1
201027,1,1,1,1,1,1,1,1,1
201028,1,1,1,1,1,1,1,1,1
201030,1,1,1,1,1,1,1,1,1
201031,1,1,1,1,1,1,1,1,1
201032,1,1,1,1,1,1,1,1,1
201033,1,1,1,1,1,1,1,1,1
201034,1,1,1,1,1,1,1,1,1
201035,1,1,1,1,1,1,1,1,1
201036,1,1,1,1,1,1,1,1,1
