pda,tothh,hhpop,hhincq1,hhincq2,hhincq3,hhincq4,sfdu,mfdu,totemp,agrempn,mwtempn,retempn,fpsempn,herempn,othempn,occupancy_rate,non_residential_sqft,sq_ft_per_employee
pal1,512.0,1124.0,99.0,72.0,95.0,246.0,52.0,516.0,3456.0,0.0,109.0,229.0,1090.0,1388.0,640.0,4.92307692308,2113496.0,611.543981481
sfo12,28637.0,74179.0,4989.0,5097.0,6796.0,11755.0,13889.0,16469.0,14655.0,7.0,855.0,1700.0,2457.0,4764.0,4872.0,1.03092375261,9904563.0,675.848720573
hay1,428.0,1406.0,102.0,94.0,144.0,88.0,278.0,61.0,797.0,0.0,63.0,94.0,96.0,221.0,323.0,0.769784172662,748969.0,939.735257215
sjo8,4762.0,17115.0,1513.0,1133.0,1214.0,902.0,2602.0,2424.0,3053.0,0.0,482.0,222.0,478.0,1020.0,851.0,0.915065334358,2213641.0,725.070750082
wcc1_g,58.0,150.0,14.0,13.0,17.0,14.0,68.0,0.0,80.0,0.0,45.0,2.0,7.0,15.0,11.0,0.426470588235,30716.0,383.95
oak1,372.0,1096.0,58.0,58.0,113.0,143.0,125.0,256.0,913.0,15.0,73.0,255.0,193.0,193.0,184.0,1.488,661738.0,724.795180723
sar2,26.0,55.0,0.0,1.0,8.0,17.0,0.0,27.0,7236.0,0.0,565.0,418.0,2150.0,1036.0,3067.0,0.0,3222954.0,445.405472637
sro3,2343.0,7539.0,524.0,574.0,700.0,545.0,1640.0,846.0,2915.0,10.0,988.0,360.0,659.0,510.0,388.0,0.714329268293,2136199.0,732.829845626
sfo3,87027.0,150383.0,32253.0,16696.0,16749.0,21329.0,2703.0,96744.0,312459.0,381.0,22310.0,17813.0,137020.0,61752.0,73183.0,16.0982241953,191331011.0,612.339574152
clo1,812.0,2130.0,241.0,195.0,184.0,192.0,545.0,351.0,609.0,15.0,142.0,52.0,78.0,151.0,171.0,0.74495412844,451248.0,740.965517241
sfo8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aca1,411.0,1357.0,132.0,96.0,101.0,82.0,178.0,185.0,1454.0,34.0,240.0,491.0,164.0,331.0,194.0,1.15449438202,1037256.0,713.381017882
fai2,203.0,630.0,25.0,39.0,54.0,85.0,64.0,1.0,150.0,0.0,43.0,8.0,22.0,33.0,44.0,1.5859375,139691.0,931.273333333
okd1,63832.0,163055.0,21788.0,15677.0,13766.0,12601.0,31462.0,36341.0,38719.0,153.0,8530.0,3481.0,5850.0,13658.0,7047.0,1.01443010616,32256767.0,833.099176115
okd7,9105.0,24310.0,4736.0,2085.0,1418.0,866.0,3988.0,6281.0,8379.0,5.0,2169.0,642.0,1334.0,1651.0,2578.0,1.14154964895,11847639.0,1413.96813462
sjo4,16739.0,45201.0,5864.0,3911.0,3660.0,3304.0,6064.0,12208.0,20652.0,8.0,1577.0,1049.0,4531.0,3737.0,9750.0,1.38019459103,13844771.0,670.384030602
sfo4,32322.0,73618.0,8923.0,6163.0,6764.0,10472.0,4494.0,31046.0,70476.0,37.0,8173.0,5401.0,12995.0,21031.0,22839.0,3.59612817089,59490298.0,844.121374652
sjo1,2474.0,5503.0,1009.0,621.0,420.0,424.0,446.0,2579.0,24970.0,20.0,1224.0,687.0,11495.0,3729.0,7815.0,2.7735426009,18566735.0,743.561674009
oak3,205.0,661.0,36.0,33.0,61.0,75.0,219.0,0.0,38.0,0.0,1.0,5.0,11.0,9.0,12.0,0.46803652968,73851.0,1943.44736842
plh2,1205.0,2419.0,320.0,233.0,320.0,332.0,680.0,595.0,3252.0,10.0,177.0,478.0,1148.0,822.0,617.0,0.886029411765,2043194.0,628.288437884
ccg1_i,3217.0,8193.0,552.0,556.0,861.0,1248.0,1544.0,1854.0,2246.0,4.0,178.0,321.0,310.0,1014.0,419.0,1.0417746114,1727641.0,769.2079252
vta1_c,947.0,3240.0,226.0,164.0,248.0,309.0,325.0,661.0,2381.0,13.0,90.0,328.0,628.0,863.0,459.0,1.45692307692,1390792.0,584.120957581
sro2,4828.0,12435.0,1442.0,1256.0,1188.0,942.0,2533.0,2645.0,17978.0,26.0,1841.0,2244.0,2599.0,7194.0,4074.0,0.953020134228,12344529.0,686.646401157
sjo3,9328.0,22179.0,1779.0,1479.0,2258.0,3812.0,2552.0,7250.0,89875.0,108.0,47493.0,1961.0,19114.0,5798.0,15401.0,1.8275862069,56013979.0,623.243159944
sar1,195.0,506.0,14.0,17.0,36.0,128.0,203.0,0.0,15279.0,621.0,2328.0,1743.0,2833.0,1565.0,6189.0,0.480295566502,4784612.0,313.149551672
okd5,11623.0,37753.0,4589.0,3031.0,2346.0,1657.0,5914.0,6787.0,9004.0,3.0,1224.0,848.0,980.0,4115.0,1834.0,0.982668244843,9237642.0,1025.94868947
sjo6,4927.0,13678.0,1230.0,1176.0,1296.0,1225.0,1329.0,3823.0,3795.0,2.0,591.0,811.0,658.0,762.0,971.0,1.85364936042,2422980.0,638.466403162
vta1_i,12398.0,42680.0,2605.0,2226.0,3159.0,4408.0,7730.0,5247.0,21519.0,152.0,2850.0,3417.0,5264.0,5755.0,4081.0,0.801940491591,13454511.0,625.238672801
sun2,1115.0,2545.0,249.0,177.0,261.0,428.0,386.0,759.0,3470.0,0.0,902.0,465.0,798.0,747.0,558.0,1.44430051813,3529770.0,1017.22478386
fai3,764.0,2329.0,232.0,248.0,176.0,108.0,118.0,651.0,1214.0,0.0,59.0,229.0,284.0,443.0,199.0,3.23728813559,639575.0,526.832784185
seb1,678.0,1577.0,166.0,142.0,164.0,206.0,433.0,295.0,3442.0,24.0,381.0,596.0,516.0,1342.0,583.0,0.782909930716,1716582.0,498.716443928
sle3,3467.0,8259.0,929.0,955.0,860.0,723.0,1609.0,1813.0,5304.0,6.0,400.0,827.0,921.0,1851.0,1299.0,1.07737725295,3026786.0,570.661010558
ccg1_a,4772.0,16276.0,698.0,843.0,1336.0,1895.0,3428.0,1678.0,583.0,0.0,57.0,104.0,151.0,158.0,113.0,0.696032672112,410745.0,704.536878216
okd6,7870.0,16766.0,3136.0,1809.0,1600.0,1325.0,3184.0,5312.0,12264.0,95.0,462.0,796.0,1335.0,8280.0,1296.0,1.23586683417,14206301.0,1158.37418461
sun3,8834.0,21529.0,1868.0,1206.0,2178.0,3582.0,2459.0,6863.0,9954.0,21.0,836.0,2191.0,1502.0,2664.0,2740.0,1.79625864172,5363574.0,538.836045811
dal1,673.0,2384.0,106.0,125.0,184.0,258.0,438.0,299.0,2669.0,5.0,276.0,376.0,673.0,734.0,605.0,0.768264840183,1729785.0,648.1022855
vta1_a,880.0,1932.0,194.0,175.0,197.0,314.0,695.0,287.0,2950.0,1.0,622.0,243.0,778.0,564.0,742.0,0.63309352518,1576726.0,534.483389831
sjo5,1427.0,5186.0,161.0,149.0,311.0,806.0,1231.0,229.0,3662.0,0.0,1142.0,143.0,628.0,437.0,1312.0,0.579610073111,2828574.0,772.412342982
dub3,2280.0,5962.0,115.0,278.0,524.0,1363.0,1163.0,717.0,273.0,1.0,50.0,63.0,55.0,46.0,58.0,0.980223559759,237477.0,869.879120879
gil1,451.0,1579.0,139.0,102.0,118.0,92.0,160.0,320.0,1854.0,4.0,269.0,361.0,205.0,541.0,474.0,1.409375,1690111.0,911.602481122
okd3,10043.0,17616.0,5479.0,2272.0,1420.0,872.0,892.0,7812.0,58457.0,44.0,6414.0,1505.0,14938.0,10239.0,25317.0,5.62948430493,32878967.0,562.447046547
okd4,3576.0,10665.0,1363.0,934.0,762.0,517.0,2125.0,1881.0,4084.0,0.0,85.0,406.0,390.0,1231.0,1972.0,0.841411764706,2704418.0,662.198334966
dal2,1559.0,5412.0,250.0,288.0,420.0,601.0,1220.0,309.0,1159.0,0.0,194.0,54.0,122.0,388.0,401.0,0.63893442623,1254035.0,1081.99741156
sfo11,10876.0,19587.0,3088.0,2348.0,2485.0,2955.0,620.0,11045.0,19967.0,10.0,629.0,1131.0,2364.0,5093.0,10740.0,8.77096774194,11969213.0,599.449742074
sui1,1109.0,3328.0,195.0,184.0,295.0,435.0,676.0,393.0,1098.0,7.0,71.0,51.0,245.0,371.0,353.0,0.820266272189,540432.0,492.196721311
oak2,193.0,620.0,31.0,31.0,61.0,70.0,208.0,0.0,258.0,2.0,25.0,60.0,47.0,66.0,58.0,0.463942307692,313050.0,1213.37209302
wcc1_a,1252.0,3589.0,316.0,282.0,333.0,321.0,881.0,471.0,750.0,1.0,100.0,133.0,109.0,267.0,140.0,0.710556186152,557314.0,743.085333333
okd2,2903.0,9946.0,1323.0,776.0,535.0,269.0,2121.0,1155.0,6461.0,3.0,1794.0,343.0,885.0,1889.0,1547.0,0.684347006129,7299679.0,1129.80637672
sro1,2109.0,5457.0,662.0,554.0,506.0,387.0,1137.0,1141.0,8363.0,41.0,540.0,1614.0,2177.0,2004.0,1987.0,0.927440633245,6527950.0,780.575152457
hay2,2537.0,6239.0,712.0,683.0,635.0,507.0,602.0,1885.0,3864.0,0.0,257.0,405.0,1071.0,1086.0,1045.0,2.10714285714,3618605.0,936.491977226
mco1,3966.0,9162.0,848.0,695.0,696.0,1727.0,2404.0,1923.0,3898.0,19.0,159.0,424.0,1434.0,1164.0,698.0,0.824875207987,2153838.0,552.549512571
pet1,514.0,1151.0,111.0,110.0,149.0,144.0,222.0,329.0,3151.0,5.0,558.0,569.0,588.0,602.0,829.0,1.15765765766,1943611.0,616.82354808
ber1,349.0,760.0,138.0,76.0,67.0,68.0,36.0,328.0,1063.0,0.0,47.0,131.0,152.0,472.0,261.0,4.84722222222,644591.0,606.388523048
ric1,4354.0,14062.0,1674.0,1114.0,988.0,578.0,2220.0,2601.0,6546.0,18.0,814.0,379.0,566.0,1585.0,3184.0,0.980630630631,4743442.0,724.632141766
vac1,131.0,341.0,22.0,30.0,38.0,41.0,98.0,37.0,3060.0,1.0,73.0,148.0,834.0,1338.0,666.0,0.668367346939,1752601.0,572.745424837
sun1,904.0,2308.0,173.0,154.0,244.0,333.0,357.0,606.0,3064.0,3.0,1242.0,179.0,1076.0,313.0,251.0,1.26610644258,2841100.0,927.251958225
epa1,797.0,3578.0,162.0,135.0,237.0,263.0,657.0,191.0,1006.0,7.0,266.0,105.0,243.0,176.0,209.0,0.606544901065,720419.0,716.122266402
vta1_h,120.0,302.0,9.0,9.0,14.0,88.0,57.0,66.0,132.0,0.0,4.0,8.0,68.0,45.0,7.0,1.05263157895,47976.0,363.454545455
elc1_b,498.0,1152.0,119.0,126.0,141.0,112.0,82.0,444.0,2026.0,0.0,68.0,572.0,340.0,697.0,349.0,3.03658536585,1247541.0,615.765547878
sfo2,453.0,1383.0,70.0,79.0,107.0,197.0,187.0,288.0,4869.0,0.0,92.0,347.0,506.0,2893.0,1031.0,1.21122994652,3500783.0,718.994249333
ccg1_d,1527.0,3876.0,271.0,308.0,404.0,544.0,1114.0,473.0,1811.0,1.0,125.0,466.0,360.0,426.0,433.0,0.685368043088,905915.0,500.229155163
val1,307.0,616.0,183.0,58.0,41.0,25.0,2.0,295.0,1774.0,1.0,185.0,54.0,200.0,363.0,971.0,76.75,1069799.0,603.043404735
win1,1802.0,5210.0,345.0,387.0,469.0,601.0,1141.0,776.0,1081.0,15.0,162.0,200.0,209.0,182.0,313.0,0.789658194566,792450.0,733.071230342
ant2,1390.0,4009.0,545.0,355.0,346.0,144.0,868.0,648.0,1930.0,0.0,169.0,480.0,249.0,480.0,552.0,0.80069124424,2127931.0,1102.55492228
eme1,2292.0,4176.0,771.0,526.0,481.0,514.0,104.0,1143.0,12973.0,2.0,2554.0,1443.0,4223.0,3024.0,1727.0,11.0192307692,11256964.0,867.722500578
mvw1,664.0,1527.0,101.0,92.0,141.0,330.0,360.0,304.0,1731.0,0.0,1195.0,134.0,235.0,5.0,162.0,0.922222222222,879649.0,508.173887926
sbr1,3737.0,11887.0,648.0,869.0,1141.0,1079.0,2248.0,1658.0,5201.0,13.0,465.0,959.0,907.0,1489.0,1368.0,0.831183274021,3119506.0,599.789655835
cam1,597.0,1172.0,138.0,131.0,146.0,182.0,208.0,465.0,5404.0,2.0,968.0,667.0,1667.0,874.0,1226.0,1.43509615385,2450518.0,453.46373057
sfo6,69.0,104.0,15.0,11.0,13.0,30.0,86.0,0.0,10274.0,10.0,1829.0,504.0,3634.0,2640.0,1657.0,0.401162790698,8159826.0,794.220946077
ber2,2429.0,4722.0,1356.0,451.0,381.0,241.0,121.0,2398.0,11944.0,1.0,217.0,548.0,2885.0,5017.0,3276.0,10.0371900826,6885672.0,576.496316142
ala1,933.0,2727.0,235.0,246.0,277.0,175.0,751.0,505.0,1364.0,0.0,227.0,10.0,350.0,389.0,388.0,0.621171770972,1412643.0,1035.66202346
sle2,797.0,1857.0,238.0,197.0,196.0,166.0,41.0,785.0,1701.0,0.0,162.0,363.0,284.0,510.0,382.0,9.71951219512,965643.0,567.691358025
hay3_b,1314.0,3861.0,173.0,271.0,291.0,579.0,125.0,1066.0,473.0,1.0,23.0,78.0,101.0,206.0,64.0,5.256,489053.0,1033.93868922
pin1,62.0,174.0,13.0,13.0,13.0,23.0,41.0,25.0,2348.0,2.0,356.0,619.0,408.0,697.0,266.0,0.756097560976,1280579.0,545.391396934
ber6,471.0,974.0,135.0,111.0,103.0,122.0,34.0,461.0,2144.0,1.0,160.0,238.0,349.0,733.0,663.0,6.92647058824,1348901.0,629.151585821
vta1_b,2266.0,5966.0,422.0,274.0,447.0,1123.0,422.0,1947.0,9537.0,7.0,3774.0,964.0,1758.0,2359.0,675.0,2.68483412322,5710196.0,598.741323267
ccc3_a,840.0,2779.0,239.0,193.0,221.0,187.0,366.0,541.0,754.0,0.0,241.0,70.0,130.0,153.0,160.0,1.14754098361,488637.0,648.059681698
ori1,227.0,579.0,15.0,17.0,24.0,171.0,0.0,231.0,2579.0,27.0,171.0,192.0,922.0,796.0,471.0,0.0,1398868.0,542.407134548
ccg1_c,4284.0,11982.0,622.0,705.0,1100.0,1857.0,2492.0,2158.0,6162.0,3.0,804.0,700.0,867.0,2812.0,976.0,0.859550561798,3443646.0,558.851996105
ssf1,1024.0,3386.0,228.0,251.0,267.0,278.0,604.0,463.0,1963.0,1.0,246.0,252.0,426.0,487.0,551.0,0.847682119205,1205429.0,614.07488538
bur1,7002.0,15123.0,913.0,1003.0,1701.0,3385.0,2845.0,4576.0,11358.0,29.0,948.0,1748.0,2798.0,3712.0,2123.0,1.23057996485,5554052.0,488.999119563
mil1,137.0,371.0,31.0,32.0,30.0,44.0,1.0,145.0,709.0,0.0,41.0,118.0,88.0,299.0,163.0,68.5,437784.0,617.466854725
ccg1_f,10442.0,22659.0,1566.0,1583.0,2428.0,4865.0,3062.0,7762.0,7288.0,4.0,372.0,1014.0,2789.0,1804.0,1305.0,1.70509470934,3268083.0,448.419731065
ccg1_g,2368.0,5641.0,282.0,297.0,588.0,1201.0,1082.0,1371.0,4609.0,0.0,759.0,571.0,1227.0,1164.0,888.0,1.09426987061,2434005.0,528.098285962
ccg1_h,2652.0,5732.0,336.0,407.0,566.0,1343.0,1354.0,1332.0,6802.0,14.0,1726.0,769.0,1555.0,1251.0,1487.0,0.979320531758,4529055.0,665.841664216
ccg1_l,2377.0,8299.0,432.0,361.0,627.0,957.0,1905.0,605.0,2766.0,2.0,823.0,128.0,649.0,393.0,771.0,0.623884514436,2238139.0,809.16088214
ccg1_j,1940.0,3834.0,245.0,217.0,379.0,1099.0,832.0,1259.0,1576.0,9.0,47.0,121.0,532.0,389.0,478.0,1.16586538462,585384.0,371.436548223
new2,217.0,700.0,33.0,51.0,51.0,82.0,150.0,71.0,216.0,1.0,50.0,23.0,54.0,49.0,39.0,0.723333333333,130689.0,605.041666667
vta1_f,377.0,1086.0,46.0,62.0,109.0,160.0,230.0,159.0,744.0,1.0,361.0,73.0,107.0,65.0,137.0,0.819565217391,580789.0,780.630376344
vta1_e,361.0,733.0,74.0,44.0,76.0,167.0,70.0,310.0,963.0,0.0,121.0,29.0,337.0,251.0,225.0,2.57857142857,475102.0,493.356178609
vta1_k,87.0,275.0,19.0,14.0,16.0,38.0,72.0,18.0,182.0,12.0,16.0,9.0,16.0,99.0,30.0,0.604166666667,94659.0,520.104395604
fai1,591.0,1568.0,214.0,192.0,123.0,62.0,362.0,288.0,4264.0,0.0,242.0,99.0,725.0,1159.0,2039.0,0.816298342541,1824833.0,427.962711069
fai4,693.0,2130.0,161.0,195.0,190.0,147.0,244.0,370.0,1059.0,3.0,261.0,196.0,188.0,169.0,242.0,1.42008196721,852061.0,804.590179415
ben1,620.0,1195.0,152.0,120.0,131.0,217.0,181.0,455.0,2101.0,1.0,127.0,161.0,622.0,666.0,524.0,1.71270718232,992667.0,472.473584008
liv2,230.0,684.0,17.0,28.0,52.0,133.0,237.0,0.0,3878.0,17.0,1056.0,198.0,1377.0,243.0,987.0,0.485232067511,3446283.0,888.675348118
cot1,369.0,932.0,64.0,78.0,104.0,123.0,191.0,200.0,580.0,2.0,23.0,81.0,111.0,157.0,206.0,0.965968586387,346070.0,596.672413793
sra1,1661.0,3552.0,359.0,306.0,308.0,688.0,506.0,1253.0,9639.0,23.0,884.0,1496.0,2801.0,2535.0,1900.0,1.64130434783,5143501.0,533.613549123
sra2,1009.0,2167.0,188.0,227.0,215.0,379.0,450.0,608.0,6850.0,10.0,303.0,389.0,870.0,2414.0,2864.0,1.12111111111,3335576.0,486.94540146
new1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dub1,332.0,887.0,28.0,35.0,75.0,194.0,153.0,47.0,4294.0,5.0,463.0,1131.0,743.0,950.0,1002.0,1.08496732026,3294178.0,767.158360503
ber3,269.0,595.0,98.0,53.0,72.0,46.0,65.0,171.0,2443.0,5.0,321.0,248.0,320.0,928.0,621.0,2.06923076923,1545230.0,632.513303316
hay3_a,38.0,124.0,5.0,7.0,18.0,8.0,26.0,14.0,327.0,0.0,9.0,155.0,51.0,82.0,30.0,0.730769230769,265578.0,812.165137615
ccg1_e,2148.0,5590.0,406.0,366.0,580.0,796.0,1117.0,1149.0,3036.0,3.0,146.0,462.0,476.0,1251.0,698.0,0.961504028648,1705262.0,561.680500659
mar1,706.0,1354.0,256.0,221.0,134.0,95.0,336.0,420.0,8023.0,0.0,2060.0,80.0,462.0,465.0,4956.0,1.0505952381,4252318.0,530.015954132
laf1,1696.0,3754.0,267.0,237.0,333.0,859.0,275.0,1524.0,6832.0,13.0,1089.0,599.0,1914.0,2125.0,1092.0,3.08363636364,3249047.0,475.56308548
sfo5,2888.0,5727.0,1134.0,662.0,472.0,620.0,1.0,3137.0,2691.0,19.0,811.0,112.0,923.0,613.0,213.0,1444.0,5941260.0,2207.82608696
ccg1_k,54.0,177.0,7.0,8.0,13.0,26.0,19.0,41.0,212.0,1.0,31.0,39.0,39.0,53.0,49.0,1.42105263158,181453.0,855.910377358
elc1_a,248.0,529.0,69.0,62.0,69.0,48.0,23.0,242.0,1673.0,2.0,87.0,583.0,234.0,516.0,251.0,5.39130434783,2089928.0,1249.20980275
wcc1_b,260.0,604.0,60.0,62.0,79.0,59.0,31.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1935483871,0.0,0.0
wcc1_e,98.0,343.0,31.0,22.0,28.0,17.0,28.0,70.0,183.0,0.0,5.0,35.0,16.0,77.0,50.0,1.75,176220.0,962.950819672
pin2,521.0,1426.0,64.0,110.0,157.0,190.0,321.0,206.0,2465.0,5.0,983.0,135.0,414.0,539.0,389.0,0.811526479751,1157433.0,469.546855984
sma1,178.0,402.0,26.0,33.0,53.0,66.0,30.0,160.0,4047.0,1.0,262.0,483.0,1079.0,1671.0,551.0,2.96666666667,1820903.0,449.938967136
mpt1,412.0,1111.0,61.0,111.0,101.0,139.0,7.0,434.0,5373.0,2.0,1478.0,1197.0,689.0,776.0,1231.0,29.4285714286,4154658.0,773.24734785
vta1_j,676.0,1832.0,122.0,119.0,151.0,284.0,228.0,519.0,7874.0,0.0,2293.0,1599.0,1713.0,913.0,1356.0,1.48245614035,4746734.0,602.836423673
ccg1_b,686.0,1897.0,126.0,142.0,208.0,210.0,323.0,355.0,1415.0,1.0,56.0,729.0,44.0,369.0,216.0,1.06191950464,677453.0,478.765371025
ccc4,575.0,1563.0,125.0,135.0,147.0,168.0,141.0,451.0,1134.0,7.0,41.0,258.0,246.0,417.0,165.0,2.0390070922,644207.0,568.08377425
plh1,539.0,1297.0,113.0,93.0,144.0,189.0,131.0,428.0,1090.0,0.0,47.0,150.0,242.0,522.0,129.0,2.0572519084,654551.0,600.505504587
mor1,31.0,81.0,2.0,1.0,4.0,24.0,32.0,0.0,1452.0,0.0,82.0,209.0,498.0,460.0,203.0,0.484375,697886.0,480.637741047
sfo7,197.0,330.0,39.0,35.0,30.0,93.0,0.0,555.0,12829.0,18.0,1543.0,808.0,6840.0,1098.0,2522.0,0.0,5833381.0,454.702704809
rwc1,585.0,1450.0,171.0,124.0,171.0,119.0,54.0,572.0,8068.0,0.0,245.0,740.0,1407.0,2087.0,3589.0,5.41666666667,3122911.0,387.073748141
men1,203.0,408.0,19.0,21.0,42.0,121.0,52.0,100.0,6217.0,47.0,256.0,706.0,1658.0,1638.0,1912.0,1.95192307692,2723101.0,438.008846711
vac2,731.0,1895.0,190.0,222.0,175.0,144.0,5.0,279.0,1827.0,0.0,43.0,394.0,625.0,301.0,464.0,73.1,811100.0,443.951833607
sle1,371.0,1012.0,76.0,99.0,112.0,84.0,34.0,356.0,2422.0,0.0,450.0,856.0,196.0,612.0,308.0,5.45588235294,1664611.0,687.287778695
ant1,3.0,9.0,0.0,2.0,0.0,1.0,3.0,0.0,142.0,0.0,1.0,7.0,57.0,62.0,15.0,0.5,86282.0,607.61971831
sma2,579.0,1390.0,121.0,131.0,106.0,221.0,211.0,362.0,7057.0,2.0,521.0,689.0,3795.0,1057.0,993.0,1.37203791469,3397033.0,481.370695763
sca1,50.0,118.0,4.0,9.0,14.0,23.0,10.0,43.0,1133.0,3.0,205.0,111.0,271.0,329.0,214.0,2.5,655007.0,578.117387467
vta1_d,9.0,21.0,2.0,2.0,0.0,5.0,9.0,0.0,2070.0,2.0,78.0,196.0,902.0,490.0,402.0,0.5,880518.0,425.371014493
uni1,498.0,1546.0,65.0,70.0,123.0,240.0,79.0,440.0,661.0,0.0,263.0,63.0,186.0,97.0,52.0,3.15189873418,164324.0,248.599092284
moh1,270.0,845.0,64.0,51.0,75.0,80.0,115.0,166.0,1337.0,0.0,104.0,104.0,445.0,415.0,269.0,1.17391304348,748517.0,559.848167539
sma3,121.0,320.0,12.0,14.0,31.0,64.0,6.0,117.0,4633.0,0.0,174.0,2173.0,963.0,643.0,680.0,10.0833333333,2265120.0,488.909993525
vta1_l,83.0,220.0,2.0,1.0,9.0,71.0,43.0,44.0,770.0,1.0,43.0,35.0,261.0,305.0,125.0,0.96511627907,350941.0,455.767532468
sjo2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ber5,188.0,391.0,64.0,37.0,46.0,41.0,7.0,153.0,1580.0,0.0,41.0,183.0,224.0,1026.0,106.0,13.4285714286,837181.0,529.861392405
wcc1_f,120.0,346.0,18.0,31.0,36.0,35.0,111.0,19.0,809.0,0.0,262.0,73.0,92.0,270.0,112.0,0.540540540541,480646.0,594.123609394
ccg1_m,83.0,216.0,7.0,18.0,27.0,31.0,65.0,19.0,444.0,1.0,107.0,58.0,105.0,79.0,94.0,0.638461538462,372534.0,839.040540541
vta1_g,23.0,62.0,6.0,4.0,5.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0
