zone_id,ACRES,AGREMPN,AREA,CIACRE,DISTRICT,FSEMPN,GID,GQPOP,HEREMPN,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,HHLDS,HHPOP,MFDU,MWTEMPN,NEWDEVACRES,OTHEMPN,RESACRE,RESUNITS,RESVACANCY,RETEMPN,SD,SFDU,TOTEMP,TOTHH,TOTPOP,TRACT,ZERO,EMPRES,AGE0004,AGE0519,AGE2044,AGE4564,AGE65UP,AREATYPE,COLLFTE,COLLPTE,COUNTY,HSENROLL,OPRKCST,PRKCST,TERMINAL,TOPOLOGY
28,4.10400009155,,178771.09375,5.38840117378,1,260.0,573,2,177.0,833.0,331.0,305.0,835.0,2304.0,4389.0,2331.0,17.0,12.3793626149,177.0,20.4952438485,2331.0,0.011583011583,14.0,1,,645,2304.0,4177,11200.0,0.0,2565,138.0,202.0,1678.0,1294.0,865.0,,,,,,,,,
29,3.41499996185,1.0,148778.984375,5.63028146472,1,218.0,578,329,2071.0,1530.0,742.0,636.0,743.0,3651.0,6101.0,3692.0,8.0,7.63511800536,136.0,19.1817467215,3692.0,0.011105092091,24.0,1,0.0,2458,3651.0,5658,11900.0,0.0,3247,115.0,242.0,2931.0,1621.0,749.0,,,,,,,,,
30,4.24599981308,1.0,184937.34375,7.04857461252,1,243.0,581,529,875.0,2349.0,1047.0,679.0,440.0,4515.0,7979.0,4539.0,72.0,11.456706948,1014.0,19.0436647601,4539.0,0.00528750826173,113.0,1,,2318,4515.0,7780,12200.0,0.0,4093,347.0,707.0,3958.0,2027.0,741.0,,,,,,,,,
31,2.94799995422,,128417.234375,3.97101165389,1,911.0,579,81,1012.0,1496.0,650.0,384.0,244.0,2774.0,4541.0,2786.0,41.0,8.04239963976,136.0,14.0739436418,2796.0,0.00786838340486,60.0,1,10.0,2160,2774.0,4194,12000.0,0.0,2399,136.0,259.0,2190.0,1088.0,521.0,,,,,,,,,
32,5.41499996185,1.0,235856.734375,9.12400624339,1,526.0,572,23,1807.0,1542.0,733.0,554.0,535.0,3364.0,6004.0,3268.0,87.0,17.0144843035,441.0,28.0543848166,3388.0,0.00708382526564,199.0,1,120.0,3061,3364.0,5773,11100.0,0.0,3857,136.0,412.0,2746.0,1555.0,924.0,,,,,,,,,
33,5.47200012207,,238359.28125,4.27986525626,1,258.0,571,10,515.0,979.0,580.0,473.0,637.0,2669.0,5218.0,2567.0,179.0,14.7087857168,924.0,30.2799075044,2694.0,0.00927988121752,192.0,1,127.0,2068,2669.0,5328,11000.0,0.0,3172,158.0,424.0,2507.0,1414.0,825.0,,,,,,,,,
34,5.55100011826,1.0,241816.34375,2.46008058106,1,128.0,570,1,247.0,878.0,458.0,484.0,1052.0,2872.0,4961.0,2910.0,36.0,13.1774724177,91.0,36.2870287908,2910.0,0.013058419244,177.0,1,,680,2872.0,4842,10900.0,0.0,3124,109.0,183.0,2543.0,1188.0,819.0,,,,,,,,,
35,5.37099981308,,233947.0625,0.439964079436,1,137.0,569,0,99.0,907.0,524.0,446.0,811.0,2688.0,5295.0,2608.0,41.0,14.309428841,56.0,34.4371292717,2719.0,0.0114012504597,20.0,1,111.0,353,2688.0,5398,10800.0,0.0,3136,188.0,498.0,2248.0,1488.0,976.0,,,,,,,,,
36,4.35599994659,,189727.8125,4.52113226526,1,335.0,568,0,897.0,1789.0,587.0,354.0,262.0,2992.0,6045.0,2960.0,136.0,11.4272797415,1128.0,21.2836735949,3025.0,0.0109090909091,252.0,1,65.0,2748,2992.0,6177,10700.0,0.0,2300,215.0,584.0,1625.0,1811.0,1942.0,,,,,,,,,
37,4.10200023651,1.0,178687.953125,5.99317167571,1,1137.0,567,1,867.0,974.0,475.0,358.0,430.0,2237.0,4295.0,2229.0,258.0,12.2033632703,347.0,20.8518304083,2286.0,0.0214348206474,139.0,1,57.0,2749,2237.0,4431,10600.0,0.0,2479,150.0,431.0,1728.0,1387.0,735.0,,,,,,,,,
38,7.79099988937,,339370.46875,3.25423372421,1,860.0,566,14,246.0,822.0,428.0,530.0,1034.0,2814.0,5406.0,2837.0,68.0,24.3402185771,780.0,40.6083740064,2884.0,0.0242718446602,258.0,1,47.0,2212,2814.0,5275,10400.0,0.0,3292,199.0,340.0,2316.0,1655.0,765.0,,,,,,,,,
39,6.26599979401,,272963.125,2.87350137183,1,109.0,565,0,112.0,757.0,341.0,454.0,758.0,2310.0,4377.0,2190.0,6.0,17.8018934866,91.0,36.0280685762,2340.0,0.0128205128205,54.0,1,150.0,372,2310.0,4505,10300.0,0.0,2433,176.0,314.0,1911.0,1284.0,820.0,,,,,,,,,
40,12.1829996109,7.0,530689.0625,14.7561757866,1,372.0,564,5,1642.0,757.0,402.0,487.0,1259.0,2905.0,5241.0,2969.0,1790.0,44.5744013883,468.0,50.2343221898,2969.0,0.021556079488,943.0,1,0.0,5222,2905.0,4846,10200.0,0.0,2983,134.0,148.0,2393.0,1386.0,785.0,,,,,,,,,
41,17.8999996185,,779714.125,64.6762227516,1,2817.0,563,14,4614.0,842.0,363.0,394.0,600.0,2199.0,4095.0,2156.0,1207.0,100.059131128,987.0,36.5030893952,2267.0,0.029995588884,696.0,1,111.0,10321,2199.0,4020,10100.0,0.0,2081,104.0,276.0,1857.0,1044.0,739.0,,,,,,,,,
42,59.186000824,,2578136.5,20.4643746975,1,68.0,617,699,116.0,120.0,90.0,150.0,352.0,712.0,2169.0,642.0,23.0,186.300408955,1150.0,19.1377287357,786.0,0.0941475826972,5.0,1,144.0,1362,712.0,2429,17902.0,0.0,1104,89.0,341.0,1733.0,252.0,14.0,,,,,,,,,
43,19.3560009003,3.0,843148.4375,3.07927248565,2,276.0,585,16,625.0,744.0,432.0,573.0,1759.0,3508.0,6192.0,3156.0,63.0,136.258834219,944.0,62.4872401968,3564.0,0.0157126823793,248.0,2,408.0,2159,3508.0,5835,12600.0,0.0,3658,214.0,172.0,3348.0,1288.0,813.0,,,,,,,,,
44,12.6280002594,1.0,550075.0,6.34584860511,2,524.0,588,81,673.0,876.0,600.0,748.0,1619.0,3843.0,6824.0,3713.0,50.0,49.0099765409,125.0,61.496489613,3911.0,0.0173868575812,71.0,2,198.0,1444,3843.0,6434,12900.0,0.0,4259,144.0,189.0,3918.0,1321.0,862.0,,,,,,,,,
45,8.60599994659,1.0,374857.25,5.43445451743,2,807.0,589,0,823.0,518.0,310.0,348.0,1478.0,2654.0,4926.0,2551.0,176.0,30.2249470312,1688.0,54.303267173,2678.0,0.00896191187453,422.0,2,127.0,3917,2654.0,4569,13000.0,0.0,3084,149.0,157.0,2582.0,1149.0,532.0,,,,,,,,,
46,9.48600006104,,413203.84375,1.90807722815,2,406.0,590,109,661.0,1079.0,562.0,756.0,1944.0,4341.0,7571.0,4312.0,54.0,32.2416687594,364.0,53.29153123,4391.0,0.0113869278069,78.0,2,79.0,1563,4341.0,7094,13100.0,0.0,4571,181.0,267.0,3812.0,1902.0,932.0,,,,,,,,,
47,5.19600009918,,226342.890625,1.14596062462,2,292.0,594,30,2598.0,335.0,222.0,308.0,981.0,1846.0,3172.0,1839.0,65.0,20.1176623792,943.0,29.3382281283,1857.0,0.00592353257943,208.0,2,18.0,4106,1846.0,2947,13500.0,0.0,1782,112.0,108.0,1484.0,853.0,390.0,,,,,,,,,
48,8.16899967194,7.0,355845.1875,0.715622458263,2,169.0,593,44,366.0,436.0,263.0,364.0,1078.0,2141.0,4155.0,1996.0,19.0,24.8363179096,87.0,45.8963585339,2180.0,0.0178899082569,78.0,2,184.0,726,2141.0,3945,13400.0,0.0,2512,168.0,203.0,2109.0,1065.0,400.0,,,,,,,,,
49,12.5869998932,16.0,548297.1875,3.81941598948,2,285.0,591,28,274.0,318.0,182.0,226.0,1848.0,2574.0,4861.0,2162.0,8.0,68.7049154084,111.0,83.4711390751,2590.0,0.00617760617761,25.0,2,428.0,719,2574.0,4829,13200.0,0.0,2912,256.0,388.0,1977.0,1576.0,632.0,,,,,,,,,
50,11.2829999924,1.0,491495.5,9.88940882291,2,370.0,587,3,966.0,349.0,249.0,299.0,1707.0,2604.0,4864.0,2297.0,82.0,50.9260906332,1000.0,67.439097739,2629.0,0.00950931913275,248.0,2,332.0,2667,2604.0,4638,12800.0,0.0,3072,213.0,259.0,2292.0,1214.0,660.0,,,,,,,,,
51,9.92399978638,2.0,432310.9375,2.25030994428,2,181.0,586,10,79.0,427.0,260.0,366.0,1194.0,2247.0,4081.0,2035.0,10.0,46.6974163279,81.0,48.8377220918,2278.0,0.013608428446,22.0,2,243.0,375,2247.0,3826,12700.0,0.0,2386,187.0,132.0,2136.0,862.0,509.0,,,,,,,,,
52,142.68800354,9.0,6215482.0,0.0,2,810.0,722,9,367.0,131.0,145.0,190.0,452.0,918.0,2518.0,842.0,393.0,2.25789514111,1368.0,1507.42949434,952.0,0.0357142857143,13.0,2,110.0,2960,918.0,2737,60100.0,0.0,1615,226.0,323.0,1859.0,306.0,23.0,,,,,,,,,
53,102.150001526,31.0,4449653.0,0.182929277859,2,4.0,724,125,834.0,23.0,5.0,4.0,15.0,47.0,95.0,50.0,,1026.54168307,2421.0,0.164392683082,50.0,0.06,10.0,2,,3300,47.0,62,60300.0,0.0,21,1.0,1.0,43.0,16.0,1.0,,,,,,,,,
54,25.061000824,,1091645.625,5.50129216664,2,173.0,720,78,347.0,638.0,483.0,589.0,1036.0,2746.0,6495.0,1628.0,23.0,90.2173275819,81.0,104.504908879,2893.0,0.0508123055652,234.0,2,1265.0,858,2746.0,6669,47901.0,0.0,3595,267.0,771.0,2511.0,1992.0,1128.0,,,,,,,,,
55,9.02499961853,3.0,393117.5,0.460045157871,2,29.0,721,0,14.0,324.0,308.0,335.0,594.0,1561.0,3635.0,811.0,3.0,47.8111784863,362.0,59.1287569376,1631.0,0.0429184549356,20.0,2,820.0,431,1561.0,3754,47902.0,0.0,1842,185.0,437.0,1365.0,1169.0,598.0,,,,,,,,,
56,25.3840007782,,1105729.625,0.0,2,5.0,723,190,149.0,18.0,8.0,4.0,34.0,64.0,134.0,53.0,,157.744315443,362.0,2.04015354754,68.0,0.0588235294118,2.0,2,15.0,518,64.0,137,60200.0,0.0,80,2.0,9.0,31.0,43.0,52.0,,,,,,,,,
57,13.3900003433,1.0,583270.125,0.0745185558171,2,82.0,713,0,63.0,54.0,23.0,44.0,868.0,989.0,2423.0,271.0,8.0,87.3656295338,13.0,83.5119936242,1008.0,0.0188492063492,1.0,2,737.0,168,989.0,2580,42800.0,0.0,1283,210.0,395.0,637.0,888.0,450.0,,,,,,,,,
58,9.65299987793,,420475.03125,7.12639803497,2,94.0,712,30,339.0,696.0,419.0,521.0,862.0,2498.0,5633.0,2233.0,15.0,39.6906335334,137.0,58.9890481206,2576.0,0.0302795031056,211.0,2,343.0,796,2498.0,5768,42700.0,0.0,3073,224.0,712.0,2320.0,1630.0,882.0,,,,,,,,,
59,18.6200008392,,811084.3125,19.5141049303,2,158.0,719,76,444.0,722.0,687.0,687.0,1136.0,3232.0,7724.0,1907.0,29.0,101.964805271,301.0,117.386446285,3386.0,0.0454813939752,33.0,2,1479.0,965,3232.0,8030,47800.0,0.0,4285,338.0,971.0,2976.0,2385.0,1360.0,,,,,,,,,
60,8.10799980164,3.0,353163.78125,2.65173762675,2,36.0,718,1,66.0,396.0,271.0,343.0,597.0,1607.0,3874.0,945.0,18.0,44.1736950699,35.0,56.0699978368,1667.0,0.0359928014397,9.0,2,722.0,167,1607.0,4054,47702.0,0.0,2199,191.0,474.0,1592.0,1113.0,684.0,,,,,,,,,
61,8.34399986267,,363449.8125,1.69354427321,2,71.0,717,3,239.0,625.0,433.0,354.0,551.0,1963.0,4520.0,1556.0,5.0,39.0527816244,699.0,57.1440327883,2019.0,0.0277365032194,52.0,2,463.0,1066,1963.0,4665,47701.0,0.0,2455,207.0,559.0,1841.0,1243.0,815.0,,,,,,,,,
62,14.6319999695,2.0,637376.8125,4.81931547076,2,283.0,711,7,427.0,774.0,599.0,660.0,1252.0,3285.0,7420.0,2896.0,54.0,63.4449105046,364.0,89.716256884,3403.0,0.0346752865119,150.0,2,507.0,1280,3285.0,7549,42600.0,0.0,4089,378.0,855.0,3060.0,2180.0,1076.0,,,,,,,,,
63,12.0389995575,,524398.0,3.45226797293,2,192.0,716,7,299.0,509.0,427.0,480.0,846.0,2262.0,5312.0,1603.0,32.0,54.400209345,152.0,75.9460072673,2338.0,0.0325064157399,66.0,2,735.0,741,2262.0,5478,47600.0,0.0,2954,275.0,627.0,2138.0,1589.0,849.0,,,,,,,,,
64,13.6059999466,,592671.9375,3.98546415561,2,251.0,715,10,201.0,791.0,550.0,535.0,1005.0,2881.0,6729.0,2273.0,44.0,59.8498693949,890.0,85.2460184039,2980.0,0.0332214765101,139.0,2,707.0,1525,2881.0,6982,45200.0,0.0,3697,307.0,862.0,2902.0,1873.0,1038.0,,,,,,,,,
65,12.6730003357,1.0,552043.625,21.6797156094,2,366.0,710,26,465.0,540.0,504.0,474.0,974.0,2492.0,5494.0,2178.0,78.0,58.3633791382,314.0,63.128210681,2559.0,0.0261821023837,211.0,2,381.0,1435,2492.0,5613,40200.0,0.0,3113,315.0,582.0,2469.0,1518.0,729.0,,,,,,,,,
66,9.76399993896,,425315.9375,1.57762404099,2,164.0,709,82,533.0,572.0,320.0,347.0,709.0,1948.0,4140.0,1689.0,154.0,46.023555554,118.0,56.8692644778,2022.0,0.0365974282888,223.0,2,333.0,1192,1948.0,4296,40100.0,0.0,2328,188.0,472.0,1884.0,1141.0,611.0,,,,,,,,,
67,8.89400005341,,387408.84375,3.30293837394,2,111.0,714,9,170.0,559.0,447.0,437.0,775.0,2218.0,5215.0,1791.0,16.0,33.604412851,69.0,56.4492773587,2290.0,0.0314410480349,61.0,2,499.0,427,2218.0,5276,45100.0,0.0,2943,236.0,605.0,2372.0,1398.0,665.0,,,,,,,,,
68,6.66599988937,,290391.125,1.88416053814,2,72.0,600,11,242.0,285.0,254.0,277.0,537.0,1353.0,2964.0,1133.0,28.0,30.7583254552,108.0,36.6586165033,1400.0,0.0335714285714,45.0,2,267.0,495,1353.0,2965,15600.0,0.0,1784,109.0,238.0,1543.0,722.0,353.0,,,,,,,,,
69,19.329000473,,841987.625,17.8542010345,2,211.0,601,2412,2331.0,692.0,493.0,522.0,973.0,2680.0,5810.0,2093.0,10.0,86.488391611,224.0,95.6744180717,2779.0,0.0356243252969,378.0,2,686.0,3154,2680.0,5786,15700.0,0.0,3001,170.0,1064.0,2962.0,1019.0,571.0,,,,,,,,,
70,16.8799991608,1.0,735271.5,7.30339977201,2,633.0,598,9,1227.0,639.0,462.0,548.0,1333.0,2982.0,6058.0,2583.0,153.0,83.3300870472,1617.0,90.5636253621,3063.0,0.026444662096,475.0,2,480.0,4106,2982.0,6046,15400.0,0.0,3692,296.0,486.0,2915.0,1512.0,837.0,,,,,,,,,
71,13.4549999237,16.0,586115.5,1.26405804551,2,320.0,592,255,971.0,133.0,98.0,128.0,1709.0,2068.0,4439.0,1498.0,64.0,72.4215692635,280.0,85.6565490136,2090.0,0.0105263157895,134.0,2,592.0,1785,2068.0,4470,13300.0,0.0,2385,256.0,507.0,1657.0,1369.0,681.0,,,,,,,,,
72,5.46600008011,,238085.671875,2.95758410631,2,186.0,597,146,787.0,234.0,171.0,183.0,441.0,1029.0,2142.0,824.0,44.0,24.7676801321,174.0,28.2830710884,1051.0,0.0209324452902,36.0,2,227.0,1227,1029.0,2089,15300.0,0.0,1350,56.0,107.0,1043.0,507.0,376.0,,,,,,,,,
73,6.45499992371,,281193.75,3.44775932197,2,201.0,596,90,731.0,836.0,461.0,428.0,859.0,2584.0,4401.0,2373.0,985.0,20.3519299176,372.0,37.5658671429,2624.0,0.015243902439,148.0,2,251.0,2437,2584.0,4193,15200.0,0.0,2501,91.0,151.0,2033.0,1079.0,839.0,,,,,,,,,
74,7.77799987793,2.0,338796.03125,6.84508393033,2,476.0,599,149,2392.0,1005.0,455.0,435.0,472.0,2367.0,4021.0,2313.0,54.0,28.9187851715,199.0,29.7242813185,2441.0,0.03031544449,228.0,2,128.0,3351,2367.0,3875,15500.0,0.0,1556,118.0,261.0,1441.0,739.0,1316.0,,,,,,,,,
75,4.0689997673,3.0,177250.65625,9.20825825886,2,1013.0,595,138,869.0,594.0,315.0,389.0,576.0,1874.0,2903.0,1904.0,88.0,15.2624535593,1269.0,13.0833029008,1904.0,0.015756302521,436.0,2,,3678,1874.0,2735,15100.0,0.0,1441,45.0,69.0,1173.0,635.0,813.0,,,,,,,,,
76,3.81200003624,5.0,166050.21875,2.68180961236,2,539.0,604,12,545.0,698.0,310.0,357.0,454.0,1819.0,2950.0,1840.0,86.0,9.02966450647,2945.0,13.2296342204,1847.0,0.0151597184624,111.0,2,7.0,4231,1819.0,2801,16000.0,0.0,1421,56.0,92.0,1283.0,828.0,542.0,,,,,,,,,
77,6.39699983597,,278671.625,6.09635400814,2,206.0,603,85,591.0,894.0,513.0,449.0,489.0,2345.0,4330.0,2330.0,79.0,24.8840473246,314.0,28.8835942219,2413.0,0.0281806879403,82.0,2,83.0,1272,2345.0,4490,15900.0,0.0,2200,189.0,438.0,1912.0,1093.0,858.0,,,,,,,,,
78,8.47200012207,,369052.125,0.625344745073,2,144.0,605,11,157.0,1524.0,584.0,342.0,350.0,2800.0,5311.0,2550.0,1.0,20.6467529657,1686.0,41.9396153059,2873.0,0.0254089801601,5.0,2,323.0,1993,2800.0,5580,16100.0,0.0,1943,290.0,806.0,1815.0,1259.0,1410.0,,,,,,,,,
79,6.31699991226,1.0,275160.5625,8.09564396493,2,446.0,606,39,2493.0,620.0,464.0,348.0,265.0,1697.0,2893.0,1694.0,52.0,21.4752571153,1208.0,23.4682287594,1742.0,0.0258323765786,120.0,2,48.0,4320,1697.0,2732,16200.0,0.0,1836,69.0,216.0,1572.0,701.0,174.0,,,,,,,,,
80,5.46199989319,1.0,237923.9375,3.66478791321,2,97.0,607,80,165.0,776.0,456.0,376.0,533.0,2141.0,4387.0,1833.0,2.0,14.0704829874,86.0,33.6686745179,2185.0,0.0201372997712,16.0,2,352.0,367,2141.0,4518,16300.0,0.0,2621,196.0,486.0,2621.0,936.0,279.0,,,,,,,,,
